aX,aY,aZ,gX,gY,gZ
-0.166,-0.525,0.732,133.24,-5.92,-10.559
-0.161,-0.55,0.725,132.446,-2.502,-5.981
-0.144,-0.573,0.716,132.629,1.16,-3.235
-0.126,-0.597,0.686,134.155,3.54,-2.747
-0.114,-0.614,0.64,136.292,4.456,-4.089
-0.114,-0.628,0.585,136.78,3.662,-6.042
-0.122,-0.636,0.534,134.277,1.343,-7.69
-0.15,-0.648,0.517,128.845,-1.587,-8.789
-0.15,-0.659,0.52,121.46,-3.296,-8.179
-0.149,-0.665,0.509,118.469,-5.005,-7.446
-0.176,-0.667,0.506,116.882,-6.775,-7.141
-0.173,-0.686,0.53,115.479,-5.554,-5.92
-0.158,-0.71,0.528,117.981,-3.723,-4.944
-0.153,-0.728,0.499,121.216,-3.54,-5.371
-0.153,-0.745,0.468,121.826,-4.578,-6.287
-0.163,-0.755,0.429,122.681,-6.836,-6.958
-0.164,-0.764,0.396,119.995,-10.193,-6.653
-0.171,-0.772,0.376,114.685,-14.587,-5.981
-0.176,-0.774,0.384,110.291,-19.348,-5.005
-0.17,-0.784,0.386,106.201,-23.254,-3.479
-0.184,-0.789,0.357,106.934,-24.78,-3.235
-0.207,-0.79,0.349,108.276,-22.095,-3.296
-0.21,-0.803,0.336,110.229,-15.198,-2.502
-0.214,-0.819,0.319,112.61,-7.202,-1.16
-0.208,-0.826,0.311,112.671,-0.916,0.671
-0.189,-0.837,0.294,113.586,3.54,2.869
-0.168,-0.846,0.26,113.708,3.235,4.333
-0.172,-0.849,0.242,109.741,-1.099,4.761
-0.169,-0.857,0.253,104.98,-5.554,5.249
-0.149,-0.868,0.249,102.417,-10.498,5.432
-0.151,-0.872,0.237,102.051,-14.832,3.784
-0.157,-0.876,0.228,101.318,-17.273,1.709
-0.161,-0.882,0.202,102.356,-18.127,0.61
-0.171,-0.888,0.171,102.783,-17.639,0.122
-0.191,-0.886,0.157,102.722,-15.442,0.183
-0.199,-0.883,0.152,102.173,-10.864,1.648
-0.186,-0.895,0.128,104.004,-5.066,4.272
-0.166,-0.898,0.095,105.103,-1.648,6.042
-0.146,-0.906,0.06,105.408,-0.122,6.47
-0.131,-0.903,0.024,104.248,-0.854,5.981
-0.126,-0.906,-0.007,101.135,-3.967,5.127
-0.134,-0.908,-0.02,96.802,-7.874,4.028
-0.135,-0.915,-0.024,92.59,-10.498,3.357
-0.13,-0.924,-0.044,90.393,-12.878,2.747
-0.155,-0.918,-0.051,88.196,-15.076,1.587
-0.168,-0.928,-0.038,84.839,-13.794,1.221
-0.164,-0.929,-0.039,86.487,-10.681,1.953
-0.158,-0.923,-0.058,88.074,-9.216,2.747
-0.153,-0.928,-0.079,88.745,-8.789,3.113
-0.142,-0.931,-0.107,89.294,-9.583,3.174
-0.138,-0.929,-0.138,88.013,-11.658,2.747
-0.15,-0.931,-0.169,85.327,-14.282,2.136
-0.152,-0.937,-0.197,82.642,-15.686,2.258
-0.151,-0.934,-0.218,78.979,-16.357,3.052
-0.162,-0.934,-0.211,73.547,-15.686,3.601
-0.159,-0.937,-0.193,70.251,-12.878,4.333
-0.153,-0.935,-0.184,70.801,-9.949,5.737
-0.143,-0.931,-0.189,72.266,-7.812,6.897
-0.133,-0.948,-0.207,73.914,-5.737,6.958
-0.121,-0.956,-0.23,74.585,-4.517,6.653
-0.117,-0.95,-0.246,73.975,-5.127,5.737
-0.119,-0.944,-0.266,71.777,-6.714,5.066
-0.127,-0.942,-0.284,69.641,-9.094,4.639
-0.133,-0.939,-0.301,67.078,-11.353,4.517
-0.136,-0.938,-0.315,64.27,-12.939,4.639
-0.135,-0.942,-0.326,62.439,-13.062,4.761
-0.148,-0.938,-0.336,60.547,-12.329,4.517
-0.161,-0.943,-0.336,57.983,-10.315,4.456
-0.151,-0.939,-0.327,56.58,-7.568,5.859
-0.155,-0.917,-0.35,56.152,-5.92,7.202
-0.131,-0.959,-0.308,54.626,-3.357,8.972
-0.096,-0.952,-0.339,54.749,-5.554,6.409
-0.128,-0.95,-0.344,54.26,-8.911,5.371
-0.093,-0.952,-0.35,51.086,-12.573,4.761
-0.104,-0.952,-0.356,48.889,-15.808,4.211
-0.096,-0.935,-0.367,48.462,-17.212,3.845
-0.12,-0.945,-0.41,47.18,-18.555,3.113
-0.13,-0.94,-0.435,45.959,-16.602,2.502
-0.144,-0.926,-0.444,45.349,-12.878,3.235
-0.135,-0.922,-0.446,43.579,-7.812,4.15
-0.135,-0.921,-0.452,44.312,-3.174,4.272
-0.13,-0.924,-0.463,43.884,0.732,4.761
-0.12,-0.927,-0.473,44.434,3.54,4.578
-0.107,-0.931,-0.47,41.504,3.296,4.272
-0.09,-0.936,-0.466,38.818,-0.305,3.357
-0.087,-0.932,-0.464,36.011,-6.226,1.892
-0.092,-0.934,-0.464,32.166,-13.306,0.122
-0.1,-0.94,-0.472,28.87,-19.897,-1.404
-0.108,-0.929,-0.478,25.879,-24.597,-2.136
-0.114,-0.924,-0.482,22.705,-26.794,-2.319
-0.117,-0.925,-0.486,22.4,-26.245,-2.197
-0.117,-0.926,-0.491,20.752,-23.743,-1.831
-0.119,-0.926,-0.494,20.264,-19.653,-1.282
-0.12,-0.928,-0.493,20.691,-14.221,-0.427
-0.12,-0.931,-0.483,19.531,-8.423,0.793
-0.119,-0.934,-0.476,18.799,-3.052,1.831
-0.242,-0.859,0.645,-63.232,12.329,-1.648
-0.233,-0.853,0.683,-57.861,14.465,0.61
-0.214,-0.856,0.698,-51.941,16.479,2.441
-0.197,-0.861,0.694,-45.41,17.029,2.563
-0.182,-0.863,0.679,-36.804,16.724,1.038
-0.179,-0.86,0.66,-32.776,15.137,-0.671
-0.181,-0.857,0.644,-31.616,12.207,-2.319
-0.179,-0.852,0.635,-29.175,8.179,-3.723
-0.179,-0.846,0.625,-31.128,2.014,-4.639
-0.19,-0.832,0.61,-30.884,-4.089,-6.226
-0.219,-0.821,0.594,-31.677,-8.179,-7.019
-0.243,-0.814,0.588,-30.212,-8.301,-7.324
-0.249,-0.806,0.594,-30.029,-4.211,-5.615
-0.244,-0.803,0.606,-30.029,1.343,-2.747
-0.239,-0.806,0.622,-30.029,7.507,-0.671
-0.222,-0.81,0.637,-26.55,13.428,1.038
-0.208,-0.812,0.656,-23.193,17.456,2.136
-0.198,-0.814,0.665,-23.499,17.883,2.869
-0.186,-0.82,0.67,-21.118,16.785,2.563
-0.18,-0.819,0.668,-17.578,13.733,1.587
-0.18,-0.816,0.662,-19.104,8.606,0.793
-0.181,-0.81,0.653,-19.409,3.296,-0.183
-0.196,-0.811,0.646,-18.494,-1.038,-1.404
-0.22,-0.804,0.647,-20.691,-3.418,-1.343
-0.234,-0.794,0.67,-24.658,-2.563,0.366
-0.237,-0.789,0.697,-21.912,1.587,2.197
-0.225,-0.789,0.71,-18.311,7.446,4.456
-0.205,-0.797,0.712,-15.747,13.977,6.165
-0.183,-0.802,0.713,-11.78,18.555,6.165
-0.166,-0.802,0.708,-7.812,20.081,5.432
-0.151,-0.802,0.703,-6.653,18.188,4.395
-0.147,-0.797,0.692,-4.944,13.489,2.869
-0.15,-0.794,0.681,-5.859,7.263,1.221
-0.16,-0.787,0.67,-7.812,0.916,-0.061
-0.174,-0.778,0.658,-7.019,-3.54,-1.221
-0.19,-0.767,0.647,-10.01,-5.737,-1.038
-0.208,-0.76,0.643,-8.911,-4.578,-0.305
-0.214,-0.759,0.645,-8.484,-0.183,1.587
-0.209,-0.761,0.661,-8.24,5.676,3.784
-0.203,-0.76,0.666,-6.47,11.108,5.859
-0.184,-0.761,0.673,-5.249,16.296,7.263
-0.167,-0.763,0.683,-2.38,20.142,7.629
-0.15,-0.764,0.686,-1.343,20.447,7.446
-0.139,-0.77,0.679,1.587,18.433,6.226
-0.133,-0.771,0.663,1.16,14.099,4.639
-0.135,-0.77,0.651,-1.831,8.85,2.991
-0.144,-0.764,0.647,-1.709,3.723,1.099
-0.156,-0.754,0.65,-5.554,0.061,0.122
-0.177,-0.744,0.658,-5.31,-1.282,-0.183
-0.188,-0.741,0.669,-6.226,0.122,1.099
-0.187,-0.745,0.676,-4.089,3.479,2.38
-0.181,-0.749,0.671,-2.38,7.874,3.662
-0.176,-0.75,0.667,-1.648,12.024,4.211
-0.172,-0.75,0.665,1.404,15.259,4.333
-0.167,-0.749,0.674,-0.427,16.724,5.249
-0.157,-0.755,0.689,-0.366,17.09,5.493
-0.146,-0.756,0.704,-1.526,15.93,5.493
-0.14,-0.758,0.711,-0.671,13.062,4.822
-0.137,-0.758,0.715,-2.014,8.606,3.845
-0.138,-0.752,0.713,-2.014,4.517,2.686
-0.144,-0.75,0.71,0.122,1.343,1.343
-0.161,-0.744,0.715,-1.404,-0.61,0.854
-0.167,-0.738,0.725,0.366,0.305,1.099
-0.164,-0.742,0.732,1.404,3.418,2.197
-0.157,-0.747,0.726,5.188,6.775,2.502
-0.151,-0.752,0.718,6.531,9.216,2.502
-0.145,-0.753,0.71,8.606,10.132,2.197
-0.145,-0.747,0.704,6.714,9.46,2.197
-0.144,-0.742,0.7,6.47,7.751,1.831
-0.144,-0.74,0.692,8.362,5.859,1.526
-0.147,-0.736,0.68,6.531,4.028,1.892
-0.146,-0.73,0.667,4.944,2.625,1.953
-0.149,-0.725,0.655,6.836,2.136,1.526
-0.152,-0.723,0.639,7.935,2.563,1.587
-0.149,-0.719,0.63,6.165,3.662,2.075
-0.14,-0.718,0.626,6.592,4.517,1.953
-0.138,-0.715,0.614,6.775,5.066,1.343
-0.139,-0.712,0.607,5.127,5.005,0.671
-0.145,-0.713,0.601,5.981,4.15,0.061
-0.151,-0.714,0.596,2.808,2.93,0.061
-0.156,-0.712,0.591,0.244,2.014,0.488
-0.16,-0.709,0.59,-1.587,1.221,1.038
-0.164,-0.703,0.583,-2.93,0.916,1.587
-0.166,-0.701,0.575,-4.517,1.709,2.319
-0.165,-0.696,0.568,-5.249,3.479,2.93
-0.164,-0.682,0.572,-6.958,5.554,3.784
-0.161,-0.676,0.568,-6.653,7.446,4.7
-0.15,-0.675,0.563,-7.385,9.338,5.737
-0.145,-0.677,0.563,-10.498,10.01,6.226
-0.139,-0.675,0.57,-13.916,10.62,6.348
-0.127,-0.673,0.584,-13.367,11.169,5.798
-0.122,-0.671,0.591,-14.221,10.986,4.944
-0.124,-0.676,0.598,-17.151,10.132,3.967
-0.125,-0.674,0.607,-20.081,9.338,3.174
-0.133,-0.67,0.622,-21.484,7.874,2.747
-0.138,-0.664,0.64,-24.231,6.775,3.052
-0.137,-0.662,0.661,-26.855,6.104,3.54
-0.135,-0.658,0.68,-25.391,6.653,3.723
-0.134,-0.656,0.696,-26.733,7.446,4.211
-0.127,-0.659,0.714,-27.588,8.118,4.333
-0.134,-0.663,0.738,-25.574,8.362,3.845
-0.138,-0.659,0.768,-28.076,8.484,4.089
-0.133,-0.657,0.797,-28.564,9.521,4.578
-0.135,-0.657,0.819,-26.306,10.681,4.7
-0.131,-0.659,0.831,-24.475,11.536,4.944
-0.122,-0.662,0.839,-24.048,12.451,5.249
-0.114,-0.663,0.845,-22.766,12.451,5.371
-0.11,-0.656,0.85,-19.531,11.23,4.639
-0.106,-0.65,0.852,-16.968,9.399,4.028
-0.107,-0.65,0.854,-17.578,7.019,3.479
-0.103,-0.648,0.856,-15.259,5.249,2.197
-0.104,-0.654,0.845,-14.648,3.113,1.282
-0.101,-0.639,0.837,-13.855,0.793,-0.122
-0.115,-0.621,0.826,-13.489,-0.916,-0.671
-0.12,-0.626,0.815,-14.16,-1.831,-0.854
-0.126,-0.617,0.813,-12.024,-1.282,-0.793
-0.128,-0.609,0.807,-10.132,0.183,-0.183
-0.123,-0.61,0.798,-9.583,2.502,0.183
-0.118,-0.607,0.784,-9.583,3.845,0.488
-0.146,-0.494,1.19,-38.269,28.259,25.879
-0.13,-0.482,1.301,-40.222,41.87,29.053
-0.097,-0.491,1.41,-39.185,55.786,31.311
-0.033,-0.538,1.539,-35.828,68.848,31.189
0.071,-0.617,1.736,-31.555,78.735,27.771
0.192,-0.636,1.913,-26.855,78.857,20.203
0.264,-0.566,2.037,-11.719,67.688,6.348
0.27,-0.457,2.064,16.968,49.072,-13.489
0.232,-0.369,1.989,48.401,27.039,-33.081
0.159,-0.305,1.851,76.294,5.249,-47.791
0.089,-0.246,1.704,100.403,-12.817,-55.786
0.037,-0.209,1.564,114.99,-27.161,-56.641
0.008,-0.183,1.436,127.197,-38.574,-53.772
-0.024,-0.165,1.313,139.465,-46.143,-49.5
-0.054,-0.153,1.197,149.841,-48.462,-44.861
-0.095,-0.129,1.078,161.255,-46.082,-38.879
-0.117,-0.14,0.947,171.143,-38.025,-31.494
-0.106,-0.171,0.836,179.321,-24.109,-25.085
-0.086,-0.204,0.752,181.885,-10.376,-20.874
-0.07,-0.257,0.683,180.237,-0.854,-19.226
-0.067,-0.295,0.634,177.551,5.127,-19.836
-0.077,-0.318,0.599,170.166,7.568,-20.325
-0.088,-0.339,0.561,165.039,7.507,-20.264
-0.098,-0.361,0.518,161.316,5.432,-19.043
-0.107,-0.387,0.476,160.522,1.892,-17.517
-0.113,-0.413,0.446,154.846,-2.319,-15.747
-0.128,-0.432,0.399,153.564,-7.446,-14.587
-0.155,-0.464,0.366,148.621,-12.024,-13.672
-0.172,-0.519,0.31,145.325,-12.268,-13.062
-0.175,-0.573,0.302,138.977,-11.78,-9.521
-0.182,-0.582,0.293,133.85,-13.977,-4.883
-0.172,-0.605,0.282,125.977,-15.991,-1.648
-0.176,-0.634,0.288,121.643,-15.747,-0.61
-0.16,-0.685,0.32,121.704,-13.428,0.977
-0.13,-0.7,0.312,119.385,-13.428,0.366
-0.125,-0.707,0.303,122.375,-13.062,-2.502
-0.15,-0.724,0.28,123.596,-12.329,-5.066
-0.165,-0.758,0.253,120.178,-10.193,-6.958
-0.161,-0.765,0.241,118.225,-8.484,-7.324
-0.155,-0.76,0.236,112.427,-9.094,-5.615
-0.154,-0.76,0.23,110.413,-10.437,-3.357
-0.14,-0.765,0.219,107.361,-12.695,-2.075
-0.124,-0.786,0.219,109.07,-16.541,-1.099
-0.108,-0.812,0.206,106.262,-23.865,0.427
-0.103,-0.83,0.179,105.042,-32.288,2.197
-0.105,-0.837,0.146,103.516,-39.734,2.93
-0.122,-0.842,0.112,100.342,-44.067,2.502
-0.138,-0.862,0.087,101.318,-42.786,1.282
-0.153,-0.881,0.053,100.647,-38.33,0.793
-0.17,-0.892,0.046,94.421,-31.189,1.831
-0.168,-0.907,0.05,88.684,-22.095,3.235
-0.16,-0.895,0.067,86.487,-14.648,4.944
-0.158,-0.888,0.085,82.336,-9.338,6.897
-0.144,-0.897,0.098,83.862,-4.578,8.118
-0.13,-0.907,0.089,87.341,-1.831,9.216
-0.125,-0.93,0.071,86.609,-0.671,9.338
-0.116,-0.957,0.055,85.999,-0.244,8.179
-0.111,-0.962,0.036,84.717,-1.038,7.812
-0.121,-0.947,0.032,79.712,-2.869,8.484
-0.127,-0.943,0.033,78.43,-3.418,8.423
-0.119,-0.945,0.026,75.378,-3.296,8.789
-0.114,-0.943,0.014,77.454,-3.662,9.033
-0.107,-0.954,-0.004,76.416,-4.15,8.972
-0.103,-0.977,-0.035,78.186,-4.333,7.629
-0.102,-0.99,-0.062,76.538,-4.395,6.897
-0.097,-0.984,-0.067,71.533,-5.249,6.592
-0.091,-0.981,-0.07,69.702,-6.104,5.981
-0.095,-0.981,-0.077,68.481,-6.836,4.883
-0.099,-0.991,-0.09,67.81,-6.714,3.601
-0.098,-0.995,-0.107,67.871,-6.47,2.38
-0.108,-0.993,-0.122,66.162,-6.226,1.77
-0.117,-1,-0.135,63.843,-5.554,0.793
-0.121,-1,-0.153,64.148,-4.333,-0.122
-0.126,-0.996,-0.165,60.181,-3.723,0.366
-0.126,-1.001,-0.172,57.129,-3.784,0.305
-0.12,-1.002,-0.178,57.068,-4.456,0.244
-0.122,-1.003,-0.184,54.565,-6.531,0.61
-0.127,-1.002,-0.188,51.086,-10.01,0.61
-0.134,-1.003,-0.188,47.241,-14.16,0.732
-0.142,-1.007,-0.196,44.373,-16.968,1.221
-0.145,-1.006,-0.209,42.969,-18.311,1.526
-0.145,-1.005,-0.219,43.884,-18.25,1.648
-0.142,-1.008,-0.23,43.152,-17.334,1.953
-0.137,-1.015,-0.24,40.588,-16.846,2.075
-0.132,-1.023,-0.253,37.537,-16.663,2.38
-0.133,-1.021,-0.26,32.41,-17.334,2.808
-0.135,-1.014,-0.262,26.794,-18.127,3.479
-0.137,-1.013,-0.256,24.963,-18.799,3.784
-0.134,-1.009,-0.248,20.935,-19.043,5.066
-0.131,-1.009,-0.248,17.456,-19.348,5.981
-0.129,-1.015,-0.251,18.188,-18.372,5.981
-0.125,-1.019,-0.256,17.578,-17.212,6.042
-0.123,-1.018,-0.259,13.794,-15.442,6.47
-0.121,-1.016,-0.252,12.085,-12.512,6.348
-0.122,-1.014,-0.241,11.108,-9.155,6.409
-0.115,-1.016,-0.23,9.644,-5.798,6.897
-0.1,-1.023,-0.214,7.019,-3.174,7.446
-0.086,-1.025,-0.194,2.563,-2.686,8.118
-0.077,-1.026,-0.173,1.038,-3.723,7.996
-0.071,-1.028,-0.149,-2.686,-5.737,7.507
-0.069,-1.031,-0.131,-1.465,-7.69,6.287
-0.069,-1.029,-0.121,-1.465,-8.728,5.249
-0.07,-1.027,-0.119,-1.77,-8.423,4.15
-0.074,-1.027,-0.12,1.404,-7.019,2.441
-0.078,-1.028,-0.115,2.258,-4.639,0.793
-0.084,-1.027,-0.111,2.014,-1.709,-0.854
-0.093,-1.028,-0.107,4.456,1.953,-2.258
-0.093,-1.024,-0.101,2.747,5.798,-2.563
-0.095,-1.017,-0.097,3.723,8.606,-2.502
-0.097,-1.016,-0.095,4.272,9.888,-2.441
-0.098,-1.015,-0.087,2.319,9.46,-2.258
-0.102,-1.016,-0.08,0.549,8.301,-2.197
-0.104,-1.018,-0.073,-0.549,6.897,-2.136
-0.107,-1.019,-0.068,1.892,5.859,-2.258
-0.107,-1.02,-0.058,2.014,5.005,-2.258
-0.109,-1.021,-0.053,1.892,4.333,-2.502
-0.114,-1.021,-0.06,6.409,3.967,-3.784
-0.123,-1.022,-0.072,7.629,4.211,-4.761
-0.135,-1.017,-0.082,5.981,4.089,-5.249
-0.039,-0.494,1.229,22.522,-0.916,-4.578
-0.042,-0.498,1.229,31.25,-2.869,-5.737
-0.044,-0.484,1.22,39.49,-5.676,-6.287
-0.041,-0.468,1.25,45.959,-8.24,-6.897
-0.03,-0.478,1.289,52.917,-8.179,-8.728
-0.019,-0.471,1.333,61.157,-7.385,-11.047
-0.014,-0.477,1.384,67.505,-8.179,-13
-0.021,-0.481,1.422,73.669,-11.169,-14.709
-0.033,-0.467,1.432,81.909,-17.456,-15.442
-0.055,-0.454,1.417,91.919,-25.696,-15.259
-0.075,-0.454,1.388,102.478,-33.203,-14.526
-0.079,-0.441,1.387,111.877,-36.499,-13.916
-0.068,-0.45,1.38,122.498,-35.828,-14.282
-0.059,-0.48,1.316,136.841,-34.546,-16.296
-0.053,-0.486,1.21,149.841,-37.109,-18.555
-0.074,-0.48,1.072,158.813,-44.189,-20.996
-0.103,-0.458,0.961,163.33,-50.903,-22.766
-0.132,-0.454,0.894,165.466,-54.443,-23.804
-0.151,-0.463,0.839,168.823,-54.321,-24.292
-0.149,-0.474,0.771,174.316,-51.453,-24.719
-0.16,-0.493,0.682,181.519,-48.828,-26.001
-0.182,-0.516,0.579,187.012,-47.424,-27.161
-0.202,-0.544,0.489,187.317,-46.021,-26.794
-0.209,-0.558,0.429,184.326,-43.091,-25.696
-0.223,-0.578,0.403,180.42,-40.649,-24.353
-0.228,-0.611,0.364,178.223,-39.124,-22.766
-0.219,-0.63,0.301,176.514,-39.978,-20.447
-0.223,-0.651,0.234,172.791,-43.335,-18.372
-0.236,-0.68,0.193,166.077,-46.875,-16.968
-0.252,-0.695,0.174,158.875,-49.072,-15.015
-0.268,-0.702,0.185,152.222,-49.377,-13.062
-0.266,-0.728,0.178,149.536,-46.387,-11.292
-0.251,-0.751,0.143,149.353,-43.457,-9.827
-0.24,-0.757,0.107,148.01,-42.358,-8.667
-0.253,-0.776,0.072,145.569,-41.687,-8.545
-0.262,-0.796,0.04,141.907,-39.429,-8.362
-0.266,-0.803,0.02,138.245,-36.072,-6.836
-0.265,-0.807,0.002,135.01,-32.104,-5.371
-0.263,-0.818,-0.018,132.08,-28.015,-4.272
-0.254,-0.835,-0.031,128.296,-25.452,-2.93
-0.244,-0.853,-0.041,123.962,-24.658,-1.709
-0.246,-0.856,-0.061,120.544,-24.78,-1.038
-0.259,-0.859,-0.073,116.882,-23.926,-0.183
-0.251,-0.872,-0.084,114.075,-21.423,0.488
-0.24,-0.884,-0.098,112.549,-18.921,1.099
-0.242,-0.901,-0.124,110.596,-17.944,0.427
-0.24,-0.908,-0.139,106.812,-18.005,0.122
-0.244,-0.907,-0.151,102.783,-18.799,-0.305
-0.257,-0.911,-0.167,99.731,-18.982,-1.282
-0.271,-0.914,-0.173,96.191,-18.25,-2.075
-0.28,-0.911,-0.174,93.384,-17.456,-1.953
-0.289,-0.914,-0.179,90.82,-15.869,-1.465
-0.29,-0.925,-0.185,88.318,-14.832,-0.793
-0.285,-0.919,-0.197,85.327,-14.954,0.61
-0.28,-0.913,-0.202,82.092,-16.846,1.709
-0.278,-0.917,-0.21,79.468,-19.653,2.136
-0.276,-0.927,-0.219,77.759,-21.729,2.319
-0.274,-0.927,-0.238,76.233,-23.621,2.197
-0.281,-0.926,-0.255,74.707,-24.597,1.77
-0.287,-0.936,-0.273,72.632,-23.804,1.648
-0.291,-0.933,-0.274,70.068,-22.339,2.197
-0.289,-0.932,-0.277,67.444,-20.813,2.991
-0.279,-0.93,-0.282,65.43,-20.081,4.028
-0.266,-0.936,-0.288,63.354,-20.325,4.517
-0.263,-0.951,-0.271,60.242,-21.118,4.639
-0.246,-0.956,-0.237,56.885,-22.888,3.784
-0.258,-0.943,-0.228,54.321,-27.466,2.075
-0.29,-0.932,-0.243,53.955,-32.41,3.052
-0.29,-0.934,-0.274,54.504,-33.142,4.639
-0.297,-0.935,-0.316,54.871,-30.396,6.287
-0.296,-0.932,-0.344,53.65,-25.024,9.277
-0.29,-0.938,-0.339,50.537,-18.616,12.024
-0.277,-0.929,-0.324,48.401,-12.756,14.404
-0.254,-0.935,-0.321,49.072,-7.263,15.564
-0.219,-0.948,-0.341,50.903,-3.967,14.526
-0.205,-0.956,-0.367,51.636,-3.174,11.78
-0.207,-0.956,-0.38,49.988,-3.906,8.484
-0.202,-0.951,-0.38,46.936,-6.836,5.859
-0.209,-0.943,-0.39,43.579,-12.39,4.089
-0.222,-0.938,-0.413,41.138,-17.7,2.93
-0.237,-0.933,-0.432,37.903,-21.179,2.686
-0.246,-0.935,-0.436,33.875,-23.071,3.418
-0.248,-0.929,-0.438,30.151,-23.621,4.395
-0.243,-0.921,-0.44,27.893,-23.315,5.676
-0.238,-0.926,-0.438,26.978,-22.156,6.531
-0.234,-0.938,-0.436,26.672,-20.569,6.531
-0.224,-0.939,-0.445,26.367,-19.897,6.104
-0.226,-0.932,-0.449,25.452,-18.982,5.188
-0.232,-0.934,-0.456,24.048,-17.517,4.761
-0.234,-0.937,-0.469,22.156,-15.686,4.944
-0.235,-0.932,-0.474,19.592,-13.306,5.798
-0.235,-0.933,-0.471,16.602,-10.193,6.958
-0.233,-0.933,-0.46,13.672,-6.836,8.301
-0.224,-0.93,-0.449,11.719,-4.028,9.705
-0.21,-0.932,-0.433,10.803,-1.587,10.864
-0.198,-0.941,-0.42,10.376,0.244,11.108
-0.188,-0.952,-0.414,10.498,1.831,10.315
-0.186,-0.959,-0.404,10.254,2.991,8.667
-0.183,-0.955,-0.394,9.766,3.479,7.019
-0.188,-0.95,-0.387,9.338,3.174,5.859
-0.187,-0.948,-0.387,9.033,2.869,5.493
-0.181,-0.95,-0.382,8.179,1.953,5.249
-0.188,-0.947,-0.384,7.446,0.61,4.944
-0.199,-0.951,-0.383,6.714,-0.061,4.883
-0.2,-0.953,-0.377,5.798,0.488,5.31
-0.196,-0.953,-0.372,5.127,1.404,5.676
-0.194,-0.955,-0.37,4.7,2.197,5.981
-0.193,-0.955,-0.369,4.822,3.418,6.165
-0.187,-0.959,-0.368,4.639,5.066,6.042
-0.181,-0.959,-0.36,4.578,6.348,5.066
-0.186,-0.963,-0.348,4.333,7.446,3.479
-0.195,-0.96,-0.339,4.395,8.362,2.014
-0.2,-0.958,-0.33,4.333,8.545,1.648
-0.205,-0.959,-0.328,4.333,8.24,1.953
-0.211,-0.955,-0.323,3.784,7.446,2.258
-0.215,-0.953,-0.325,3.357,6.348,2.808
-0.217,-0.951,-0.329,3.296,5.981,3.418
-0.215,-0.951,-0.333,3.601,5.798,3.967
-0.215,-0.955,-0.339,3.784,6.042,4.333
-0.309,-0.451,1.149,-54.749,25.146,-2.38
-0.325,-0.406,1.288,-61.89,44.373,2.075
-0.239,-0.329,1.448,-63.232,68.481,11.353
-0.142,-0.336,1.511,-45.776,82.703,18.799
-0.045,-0.377,1.464,-19.287,81.848,18.921
-0.003,-0.411,1.354,3.357,65.674,13.245
0.031,-0.406,1.219,15.381,39.856,6.042
0.009,-0.403,1.091,19.287,11.047,0.427
-0.03,-0.391,0.981,17.334,-15.442,-2.441
-0.054,-0.365,0.891,12.146,-33.142,-3.113
-0.077,-0.358,0.822,7.141,-41.626,-1.953
-0.083,-0.357,0.774,3.052,-42.236,-0.732
-0.089,-0.355,0.74,-0.061,-37.903,0
-0.106,-0.35,0.718,-1.77,-30.212,-0.061
-0.126,-0.345,0.725,-4.272,-18.921,-0.183
-0.127,-0.344,0.757,-7.141,-4.883,0.977
-0.116,-0.341,0.801,-9.033,9.277,2.319
-0.11,-0.343,0.849,-9.583,20.752,2.686
-0.102,-0.351,0.9,-9.644,27.649,2.93
-0.101,-0.357,0.958,-8.972,31.067,2.686
-0.097,-0.351,1.008,-7.507,32.288,1.709
-0.093,-0.343,1.044,-4.578,31.372,0.244
-0.09,-0.342,1.049,-0.854,27.466,-0.793
-0.091,-0.343,1.034,1.953,20.996,-1.77
-0.096,-0.339,1.016,3.54,13,-2.197
-0.099,-0.334,1.001,3.967,5.249,-2.136
-0.104,-0.327,0.983,3.784,-1.16,-1.953
-0.113,-0.318,0.964,4.517,-4.7,-1.587
-0.121,-0.315,0.942,5.554,-5.554,-0.977
-0.121,-0.317,0.916,7.202,-3.723,-0.61
-0.12,-0.319,0.899,8.362,-0.549,-0.427
-0.12,-0.322,0.893,8.789,2.686,-0.244
-0.115,-0.326,0.896,9.094,5.249,0
-0.116,-0.33,0.897,9.094,6.714,0
-0.12,-0.331,0.902,7.996,7.141,0.122
-0.116,-0.329,0.908,6.653,6.836,0.793
-0.115,-0.331,0.918,5.005,5.554,1.282
-0.113,-0.329,0.926,3.784,3.967,1.77
-0.111,-0.325,0.928,3.174,2.686,2.075
-0.113,-0.328,0.926,3.235,2.38,2.38
-0.109,-0.325,0.923,3.784,2.625,2.38
-0.107,-0.324,0.918,4.272,3.296,2.319
-0.108,-0.326,0.914,4.7,4.089,1.953
-0.113,-0.324,0.92,4.333,4.822,2.014
-0.109,-0.314,0.932,4.211,6.714,2.563
-0.102,-0.316,0.937,5.493,9.46,2.991
-0.096,-0.321,0.937,6.409,12.085,3.052
-0.085,-0.323,0.935,6.897,13.428,3.357
-0.082,-0.327,0.93,7.019,13.123,2.808
-0.083,-0.326,0.934,5.92,10.803,2.075
-0.085,-0.321,0.941,4.761,7.324,2.014
-0.084,-0.323,0.949,3.845,3.723,2.014
-0.084,-0.321,0.95,3.845,1.282,1.831
-0.085,-0.322,0.948,4.517,0.061,1.526
-0.086,-0.324,0.946,5.249,-0.122,1.099
