aX,aY,aZ,gX,gY,gZ
-0.089,-0.322,0.942,6.47,0.793,0.427
-0.097,-0.321,0.938,7.751,1.953,-0.183
-0.097,-0.32,0.932,8.789,3.662,-0.183
-0.097,-0.321,0.928,9.46,5.371,0.061
-0.093,-0.322,0.924,9.583,6.226,0
-0.089,-0.321,0.924,8.911,5.859,-0.061
-0.09,-0.32,0.927,8.24,4.089,0.183
-0.092,-0.318,0.93,7.324,1.77,0
-0.095,-0.311,0.934,6.226,0.366,-0.061
-0.098,-0.31,0.938,6.592,-0.427,-0.122
-0.098,-0.312,0.939,7.141,-0.244,0.061
-0.099,-0.31,0.939,7.935,0.671,-0.061
-0.1,-0.313,0.932,8.789,1.587,0.061
-0.099,-0.315,0.927,9.216,2.625,0.122
-0.095,-0.315,0.923,8.789,3.54,0.488
-0.094,-0.318,0.916,8.911,4.089,0.183
-0.095,-0.321,0.909,8.667,4.028,0
-0.099,-0.321,0.907,7.446,3.479,-0.061
-0.1,-0.317,0.911,6.104,2.563,0.061
-0.103,-0.315,0.919,5.31,1.892,0.427
-0.104,-0.314,0.922,4.883,1.892,0.61
-0.102,-0.314,0.931,5.005,2.502,0.671
-0.101,-0.313,0.937,5.371,3.235,0.732
-0.1,-0.309,0.935,5.981,4.028,0.61
-0.098,-0.309,0.935,6.592,4.883,0.793
-0.093,-0.312,0.937,6.775,5.066,1.282
-0.088,-0.319,0.939,7.019,4.883,1.587
-0.091,-0.321,0.938,7.385,4.15,1.282
-0.094,-0.32,0.935,7.141,3.174,0.977
-0.098,-0.316,0.933,6.653,2.197,0.671
-0.098,-0.316,0.926,6.47,0.488,0.793
-0.1,-0.315,0.921,5.432,-0.916,1.099
-0.099,-0.309,0.92,4.395,-1.77,1.221
-0.103,-0.306,0.919,3.479,-1.892,1.526
-0.102,-0.307,0.917,3.723,-0.549,1.465
-0.099,-0.302,0.919,3.662,1.648,1.404
-0.094,-0.306,0.922,4.272,4.028,1.709
-0.096,-0.309,0.922,4.028,5.554,1.587
-0.1,-0.305,0.925,3.296,5.615,1.343
-0.106,-0.301,0.934,2.563,5.066,1.709
-0.108,-0.295,0.948,1.221,4.883,2.075
-0.108,-0.293,0.971,-0.793,5.249,2.563
-0.097,-0.286,1.002,-2.075,6.47,3.479
-0.083,-0.296,1.018,-0.122,6.653,3.54
-0.078,-0.306,1.02,3.296,4.883,2.563
-0.076,-0.3,1.023,5.371,2.502,1.77
-0.079,-0.298,1.02,6.836,0.671,1.404
-0.081,-0.299,1.01,9.155,-1.343,1.526
-0.088,-0.294,1.001,9.949,-1.404,2.075
-0.088,-0.299,1.001,10.376,1.709,2.502
-0.087,-0.309,0.996,12.695,7.874,2.991
-0.097,-0.323,1.02,13.062,15.869,3.662
-0.1,-0.341,1.086,9.46,27.344,4.272
-0.064,-0.355,1.221,6.042,41.626,4.944
0.007,-0.349,1.407,6.287,52.368,4.944
0.068,-0.338,1.562,15.686,54.626,0.916
0.083,-0.337,1.624,34.607,47.607,-7.629
0.061,-0.333,1.595,54.504,32.043,-16.907
0.016,-0.325,1.536,69.946,12.573,-22.705
-0.037,-0.315,1.46,80.505,-4.761,-24.048
-0.074,-0.322,1.387,84.045,-16.602,-21.301
-0.086,-0.326,1.367,83.252,-20.02,-17.151
-0.094,-0.317,1.396,83.069,-15.93,-13.123
-0.067,-0.328,1.427,87.219,-5.188,-10.559
0,-0.298,1.455,106.14,15.93,-13.489
0.026,-0.302,1.445,120.789,21.24,-20.142
0.023,-0.296,1.376,138.306,21.79,-27.832
0.015,-0.289,1.289,153.015,19.47,-33.386
0.017,-0.296,1.19,162.598,15.381,-38.086
0.016,-0.327,1.074,167.603,6.592,-40.283
-0.01,-0.331,0.969,166.748,-7.324,-42.114
-0.054,-0.294,0.91,158.142,-22.644,-40.771
-0.077,-0.245,0.911,147.827,-33.569,-36.682
-0.083,-0.284,0.931,144.287,-38.94,-33.325
-0.077,-0.322,0.923,147.461,-41.321,-30.518
-0.061,-0.372,0.904,153.931,-39.551,-29.114
-0.047,-0.415,0.86,163.086,-36.316,-32.104
-0.067,-0.437,0.791,170.227,-35.4,-36.926
-0.098,-0.464,0.744,172.424,-33.691,-39.917
-0.127,-0.472,0.697,172.119,-29.846,-40.283
-0.171,-0.471,0.659,169.495,-25.879,-38.391
-0.179,-0.476,0.656,166.382,-18.616,-35.095
-0.173,-0.481,0.647,165.588,-11.292,-32.166
-0.159,-0.513,0.617,167.542,-7.996,-30.151
-0.151,-0.525,0.572,167.542,-10.071,-28.381
-0.131,-0.558,0.55,165.71,-13.794,-27.771
-0.114,-0.589,0.502,164.307,-20.63,-29.114
-0.126,-0.59,0.445,162.109,-32.41,-31.128
-0.155,-0.584,0.411,156.616,-45.044,-32.349
-0.188,-0.615,0.379,150.757,-55.359,-32.593
-0.209,-0.628,0.356,145.386,-63.049,-31.128
-0.24,-0.634,0.331,141.052,-66.772,-29.541
-0.272,-0.654,0.302,139.465,-64.026,-27.649
-0.296,-0.642,0.272,140.015,-57.068,-24.719
-0.307,-0.634,0.258,140.747,-46.875,-20.691
-0.285,-0.686,0.244,142.883,-33.997,-16.663
-0.249,-0.718,0.215,145.447,-24.597,-14.221
-0.229,-0.727,0.189,144.653,-22.217,-13.855
-0.223,-0.75,0.16,142.151,-24.536,-14.648
-0.22,-0.767,0.112,139.465,-29.175,-15.381
-0.234,-0.753,0.068,136.414,-34.363,-16.479
-0.269,-0.753,0.043,132.141,-36.987,-16.541
-0.281,-0.774,0.036,127.197,-35.889,-14.404
-0.281,-0.774,0.025,124.084,-33.875,-11.108
-0.274,-0.784,-0.001,122.864,-33.63,-7.996
-0.26,-0.82,-0.034,120.178,-34.668,-5.188
-0.26,-0.833,-0.053,116.943,-35.095,-4.395
-0.267,-0.852,-0.056,112.488,-33.447,-4.456
-0.264,-0.877,-0.073,110.291,-30.945,-4.272
-0.256,-0.873,-0.089,108.093,-29.297,-4.7
-0.264,-0.867,-0.109,105.042,-28.259,-5.737
-0.274,-0.859,-0.125,102.356,-27.832,-6.409
-0.287,-0.861,-0.125,99.06,-28.503,-6.47
-0.297,-0.884,-0.13,95.642,-29.907,-6.042
-0.304,-0.88,-0.145,93.75,-31.982,-5.798
-0.328,-0.86,-0.146,91.125,-32.776,-5.737
-0.34,-0.873,-0.15,89.844,-31.677,-4.211
-0.329,-0.881,-0.168,89.661,-29.602,-2.502
-0.327,-0.885,-0.194,89.783,-27.893,-2.075
-0.33,-0.889,-0.214,87.891,-26.672,-1.77
-0.331,-0.895,-0.225,84.839,-25.574,-1.221
-0.324,-0.891,-0.226,82.031,-24.841,-0.671
-0.314,-0.887,-0.22,80.139,-24.414,-0.305
-0.309,-0.898,-0.238,80.139,-24.597,-0.732
-0.311,-0.899,-0.27,80.078,-25.146,-1.648
-0.324,-0.899,-0.29,78.003,-25.208,-2.075
-0.326,-0.905,-0.294,74.829,-24.17,-1.587
-0.32,-0.891,-0.292,72.449,-23.621,-0.122
-0.31,-0.896,-0.296,70.618,-23.621,0.977
-0.295,-0.903,-0.311,69.702,-24.475,1.587
-0.286,-0.913,-0.326,66.772,-27.954,2.136
-0.28,-0.917,-0.345,62.805,-32.776,2.258
-0.285,-0.909,-0.364,59.753,-36.438,1.648
-0.302,-0.902,-0.393,57.251,-37.415,1.282
-0.308,-0.901,-0.409,55.176,-35.767,1.831
-0.303,-0.896,-0.411,52.185,-32.898,2.563
-0.311,-0.897,-0.412,50.659,-30.396,3.601
-0.283,-0.917,-0.421,50.049,-29.236,4.639
-0.274,-0.905,-0.434,48.401,-30.09,3.357
-0.283,-0.907,-0.44,45.471,-31.189,2.563
-0.283,-0.902,-0.45,43.335,-31.555,2.38
-0.275,-0.912,-0.45,41.687,-30.334,2.502
-0.266,-0.92,-0.459,39.612,-29.175,2.014
-0.268,-0.911,-0.47,37.109,-28.137,1.282
-0.269,-0.907,-0.498,34.546,-27.283,1.404
-0.265,-0.913,-0.51,32.532,-24.963,1.526
-0.263,-0.91,-0.5,29.602,-22.034,1.16
-0.278,-0.898,-0.5,27.222,-19.47,1.282
-0.282,-0.901,-0.502,26.489,-16.724,2.258
-0.271,-0.902,-0.511,24.78,-14.282,2.869
-0.275,-0.91,-0.518,22.888,-11.78,3.296
-0.27,-0.914,-0.519,20.203,-9.521,3.601
-0.262,-0.906,-0.506,16.296,-8.301,4.211
-0.253,-0.91,-0.494,14.038,-6.958,4.883
-0.238,-0.919,-0.495,12.207,-6.226,5.066
-0.224,-0.915,-0.497,10.315,-5.92,4.761
-0.219,-0.916,-0.493,8.667,-5.493,4.089
-0.218,-0.919,-0.493,7.263,-5.432,3.113
-0.227,-0.926,-0.494,5.371,-5.066,2.441
-0.236,-0.925,-0.484,2.686,-4.395,2.563
-0.238,-0.925,-0.472,0,-3.357,3.296
-0.24,-0.928,-0.461,-2.258,-1.77,3.845
-0.239,-0.928,-0.445,-4.272,0.366,4.517
-0.236,-0.933,-0.419,-5.615,2.563,4.822
-0.229,-0.937,-0.391,-6.287,4.7,5.005
-0.219,-0.947,-0.365,-5.981,6.226,4.7
-0.213,-0.948,-0.349,-4.883,6.348,3.357
-0.212,-0.952,-0.344,-3.845,5.371,1.892
-0.217,-0.952,-0.342,-3.906,3.784,0.671
-0.228,-0.945,-0.334,-4.822,1.648,-0.244
-0.24,-0.947,-0.333,-6.104,-0.427,-0.427
-0.253,-0.946,-0.331,-7.629,-1.892,-0.061
-0.263,-0.944,-0.317,-9.277,-1.709,0.671
-0.269,-0.946,-0.302,-9.277,-0.244,1.648
-0.271,-0.948,-0.289,-8.972,2.502,2.686
-0.266,-0.951,-0.272,-7.507,5.92,2.991
-0.255,-0.953,-0.25,-6.287,8.545,2.869
-0.226,-0.967,-0.238,-4.028,8.972,2.686
-0.252,-0.959,-0.252,-1.648,7.69,1.709
-0.265,-0.967,-0.238,1.099,9.399,0.183
-0.252,-0.972,-0.229,3.662,9.949,-1.526
-0.271,-0.952,-0.24,5.188,8.24,-3.784
-0.3,-0.942,-0.266,5.737,4.395,-4.028
-0.193,-0.679,0.822,-23.804,15.198,8.789
-0.181,-0.677,0.825,-22.4,13.489,8.057
-0.173,-0.679,0.813,-21.79,10.071,6.592
-0.176,-0.671,0.798,-22.034,5.371,4.822
-0.181,-0.657,0.789,-23.499,0.916,3.479
-0.185,-0.644,0.78,-24.292,-1.953,2.686
-0.192,-0.634,0.77,-24.841,-3.662,2.563
-0.197,-0.62,0.762,-25.391,-4.639,2.686
-0.196,-0.61,0.755,-24.353,-4.15,2.747
-0.2,-0.606,0.747,-22.888,-2.686,2.869
-0.199,-0.6,0.747,-21.423,-0.305,3.235
-0.192,-0.597,0.754,-21.179,2.319,3.723
-0.191,-0.598,0.757,-19.958,4.578,3.845
-0.188,-0.6,0.752,-19.226,6.104,3.845
-0.186,-0.603,0.752,-19.165,7.812,3.601
-0.182,-0.599,0.752,-19.775,8.972,3.235
-0.179,-0.595,0.753,-21.24,9.399,2.991
-0.174,-0.591,0.75,-22.461,9.277,2.625
-0.177,-0.585,0.76,-24.475,8.606,2.197
-0.176,-0.575,0.774,-25.574,8.179,1.648
-0.172,-0.573,0.794,-26.672,8.484,1.282
-0.175,-0.564,0.81,-24.719,8.728,0.305
-0.176,-0.557,0.822,-22.827,8.728,-0.244
-0.175,-0.559,0.817,-20.813,9.155,-0.488
-0.175,-0.557,0.808,-19.348,9.277,-0.977
-0.176,-0.554,0.795,-19.287,9.155,-1.16
-0.173,-0.552,0.783,-20.203,8.972,-1.282
-0.169,-0.55,0.779,-23.56,8.118,-1.404
-0.169,-0.542,0.791,-27.71,6.958,-1.648
-0.168,-0.536,0.823,-31.494,6.165,-2.014
-0.178,-0.525,0.863,-32.898,5.859,-2.38
-0.184,-0.508,0.895,-31.311,5.737,-2.625
-0.193,-0.495,0.904,-27.161,6.165,-2.319
-0.192,-0.502,0.894,-21.851,7.751,-1.831
-0.191,-0.506,0.871,-18.188,9.888,-1.404
-0.192,-0.504,0.861,-16.602,11.475,-0.427
-0.181,-0.5,0.858,-15.686,12.756,0.916
-0.172,-0.501,0.859,-15.991,12.634,1.77
-0.162,-0.503,0.873,-16.663,10.925,1.648
-0.158,-0.503,0.893,-18.066,8.423,0.854
-0.149,-0.499,0.923,-18.25,6.775,-0.916
-0.172,-0.48,0.94,-16.052,4.395,-2.808
-0.185,-0.465,0.95,-12.207,2.686,-3.357
-0.19,-0.467,0.948,-7.324,2.991,-2.502
-0.19,-0.481,0.923,-3.174,3.54,-1.343
-0.184,-0.487,0.905,-1.099,4.211,-0.61
-0.187,-0.484,0.896,-1.709,3.418,0.061
-0.186,-0.475,0.898,-2.38,2.93,0.732
-0.182,-0.473,0.896,-2.258,2.991,1.465
-0.178,-0.47,0.898,-2.441,2.93,1.831
-0.172,-0.471,0.905,-2.563,2.991,1.953
-0.166,-0.475,0.909,-1.648,3.052,1.404
-0.162,-0.474,0.908,-0.244,2.869,0.244
-0.166,-0.47,0.9,1.282,2.197,-1.099
-0.175,-0.464,0.888,3.052,2.136,-1.77
-0.181,-0.461,0.871,3.967,2.502,-1.648
-0.185,-0.458,0.864,4.211,2.991,-0.732
-0.186,-0.453,0.863,3.784,3.723,0.366
-0.178,-0.455,0.863,2.991,4.333,1.77
-0.172,-0.461,0.855,2.808,4.517,2.38
-0.165,-0.46,0.849,2.075,4.211,2.441
-0.163,-0.457,0.853,1.343,3.906,2.258
-0.158,-0.456,0.861,1.16,3.113,1.587
-0.156,-0.453,0.87,1.709,2.686,0.671
-0.159,-0.453,0.867,3.174,1.465,-0.549
-0.165,-0.451,0.858,4.211,0.61,-1.648
-0.171,-0.451,0.852,4.761,0.061,-1.953
-0.177,-0.45,0.846,4.944,0.427,-1.77
-0.183,-0.447,0.848,4.517,1.892,-1.099
-0.182,-0.448,0.853,4.333,3.723,-0.549
-0.178,-0.445,0.859,4.028,5.737,0.122
-0.173,-0.447,0.862,3.784,7.202,0.61
-0.169,-0.448,0.869,3.906,7.629,0.671
-0.167,-0.447,0.882,3.662,6.714,0.549
-0.168,-0.445,0.883,3.54,5.493,0.244
-0.172,-0.446,0.874,3.784,3.906,0
-0.177,-0.445,0.868,3.54,2.686,0.061
-0.179,-0.443,0.868,3.357,1.709,0.183
-0.179,-0.445,0.871,2.441,1.77,0.305
-0.181,-0.445,0.878,1.465,1.709,0.61
-0.181,-0.442,0.879,1.648,1.892,0.793
-0.184,-0.438,0.878,2.014,2.441,0.916
-0.183,-0.435,0.88,2.38,3.174,1.16
-0.182,-0.434,0.884,2.991,3.723,1.343
-0.18,-0.432,0.888,2.93,4.028,1.587
-0.176,-0.435,0.887,3.845,4.395,1.587
-0.171,-0.437,0.884,5.066,4.395,1.404
-0.17,-0.436,0.885,5.859,3.845,1.099
-0.171,-0.435,0.885,5.859,2.991,0.671
-0.172,-0.438,0.879,5.371,2.258,0.671
-0.173,-0.439,0.871,4.395,1.526,0.671
-0.177,-0.437,0.869,2.747,0.793,0.916
-0.181,-0.431,0.874,1.892,0.549,1.343
-0.181,-0.428,0.874,2.014,1.282,2.014
-0.177,-0.431,0.868,2.319,2.502,2.563
-0.172,-0.427,0.869,2.38,3.662,2.869
-0.172,-0.427,0.875,2.258,4.028,3.296
-0.168,-0.43,0.883,1.953,4.15,3.662
-0.169,-0.442,0.883,2.014,3.845,3.54
-0.171,-0.432,0.898,1.16,3.784,3.479
-0.173,-0.444,0.908,1.099,4.517,3.479
-0.185,-0.446,0.907,0.916,6.226,3.906
-0.181,-0.443,0.913,0.366,8.24,4.822
-0.179,-0.453,0.92,-0.488,10.803,5.859
-0.179,-0.448,0.939,-1.16,13.123,6.958
-0.185,-0.447,0.968,-3.052,16.296,7.874
-0.182,-0.441,0.99,-3.662,21.118,8.24
-0.189,-0.452,1.018,-5.615,27.344,8.789
-0.187,-0.47,1.068,-9.46,33.508,9.949
-0.171,-0.47,1.116,-14.343,38.452,12.146
-0.166,-0.47,1.187,-18.25,40.588,15.076
-0.162,-0.46,1.259,-21.484,39.307,18.25
-0.156,-0.45,1.315,-23.376,34.851,21.179
-0.168,-0.432,1.384,-22.461,30.945,22.827
-0.17,-0.42,1.461,-21.118,31.616,24.17
-0.155,-0.401,1.542,-16.724,37.109,24.963
-0.139,-0.386,1.624,-7.996,43.152,25.146
-0.105,-0.382,1.69,3.174,47.913,25.146
-0.067,-0.363,1.754,14.465,49.866,24.292
0.006,-0.26,1.806,47.974,37.903,17.151
0.014,-0.214,1.764,71.533,24.109,10.742
0.007,-0.158,1.67,96.68,10.498,4.028
-0.016,-0.15,1.597,119.324,1.404,-1.465
0.006,-0.154,1.456,138.733,-3.662,-5.005
0.016,-0.16,1.355,148.804,-10.742,-8.667
-0.023,-0.153,1.281,157.104,-16.663,-12.939
-0.077,-0.147,1.207,163.025,-17.395,-14.282
-0.082,-0.154,1.15,168.64,-10.925,-11.902
-0.06,-0.164,1.115,177.307,0.305,-9.338
-0.027,-0.174,1.069,188.171,11.78,-9.155
0.015,-0.196,0.99,201.538,19.958,-12.268
0.032,-0.205,0.878,214.905,22.583,-18.005
0.018,-0.226,0.759,222.717,19.958,-23.499
-0.001,-0.255,0.643,226.013,13.123,-27.71
-0.006,-0.291,0.539,222.29,2.686,-30.396
-0.03,-0.353,0.466,216.248,-9.949,-31.189
-0.06,-0.409,0.414,206.909,-22.339,-29.236
-0.085,-0.443,0.36,197.754,-31.555,-25.757
-0.115,-0.456,0.319,189.27,-37.415,-21.729
-0.133,-0.482,0.289,181.335,-38.452,-18.799
-0.141,-0.526,0.259,175.598,-33.875,-16.846
-0.14,-0.573,0.22,172.241,-29.175,-14.404
-0.146,-0.592,0.173,170.044,-24.353,-13
-0.152,-0.607,0.166,164.917,-17.212,-11.841
-0.135,-0.66,0.146,160.522,-11.414,-11.23
-0.121,-0.717,0.113,156.25,-11.23,-11.841
-0.109,-0.735,0.103,149.414,-14.16,-12.085
-0.123,-0.74,0.11,139.526,-20.325,-12.39
-0.149,-0.742,0.137,129.517,-26.917,-12.085
-0.16,-0.757,0.164,123.962,-29.968,-9.949
-0.147,-0.782,0.18,123.352,-33.142,-6.47
-0.129,-0.778,0.132,124.939,-38.086,-5.432
-0.141,-0.798,0.093,127.625,-37.903,-5.554
-0.151,-0.827,0.039,128.113,-35.828,-6.592
-0.157,-0.844,-0.003,125.122,-33.936,-7.812
-0.167,-0.851,-0.007,120.544,-29.48,-6.592
-0.161,-0.853,-0.029,117.249,-26.306,-5.188
-0.175,-0.854,-0.045,113.525,-24.231,-3.967
-0.192,-0.873,-0.039,107.483,-20.935,-2.38
-0.185,-0.896,-0.026,103.21,-16.785,-0.732
-0.177,-0.889,-0.023,99.609,-13.672,1.16
-0.175,-0.899,-0.029,98.022,-11.108,1.526
-0.169,-0.918,-0.046,96.741,-8.179,1.526
-0.161,-0.919,-0.061,95.581,-6.653,1.648
-0.154,-0.926,-0.076,94.421,-6.104,1.709
-0.156,-0.938,-0.093,92.957,-5.493,1.099
-0.166,-0.94,-0.104,90.576,-5.798,0.122
-0.171,-0.948,-0.104,86.06,-5.615,-0.305
-0.165,-0.945,-0.112,83.74,-6.104,0.427
-0.169,-0.943,-0.112,79.651,-7.69,1.77
-0.162,-0.953,-0.116,76.782,-9.338,2.38
-0.167,-0.953,-0.113,74.158,-11.292,3.113
-0.181,-0.962,-0.113,71.777,-12.817,3.113
-0.185,-0.973,-0.122,69.702,-13,3.418
-0.184,-0.965,-0.136,68.054,-12.207,4.211
-0.18,-0.961,-0.147,69.397,-9.949,4.089
-0.168,-0.97,-0.155,68.115,-6.836,3.784
-0.158,-0.981,-0.172,68.176,-5.005,2.808
-0.153,-0.978,-0.181,66.284,-4.761,1.404
-0.168,-0.977,-0.18,65.186,-5.554,-0.366
-0.176,-0.978,-0.187,62.439,-7.324,-0.671
-0.177,-0.967,-0.2,60.669,-9.583,-0.122
-0.186,-0.974,-0.213,58.96,-11.292,0.122
-0.185,-0.974,-0.228,57.739,-11.597,0.671
-0.177,-0.97,-0.243,56.58,-11.353,1.404
-0.173,-0.977,-0.256,54.749,-10.559,1.77
-0.176,-0.981,-0.266,52.734,-10.132,1.892
-0.173,-0.982,-0.273,50.171,-9.949,1.953
-0.172,-0.981,-0.276,49.011,-9.46,1.587
-0.178,-0.983,-0.284,48.035,-9.094,0.854
-0.185,-0.989,-0.297,46.387,-8.85,0.183
-0.192,-0.984,-0.297,43.823,-9.094,0.122
-0.19,-0.979,-0.292,40.649,-9.338,0.793
-0.184,-0.976,-0.293,38.086,-9.949,1.892
-0.176,-0.974,-0.3,35.95,-10.864,3.174
-0.168,-0.98,-0.304,33.264,-12.329,4.272
-0.158,-0.983,-0.303,30.945,-13.855,4.944
-0.155,-0.985,-0.308,28.87,-15.442,5.066
-0.149,-0.99,-0.314,27.832,-15.991,4.7
-0.146,-0.993,-0.322,26.978,-15.686,4.089
-0.143,-0.993,-0.326,26.978,-14.16,3.052
-0.14,-0.994,-0.333,26.733,-12.085,1.587
-0.14,-0.996,-0.343,26.917,-9.583,0.122
-0.143,-1,-0.355,25.33,-7.69,-0.977
-0.157,-0.99,-0.359,23.193,-5.981,-1.404
-0.167,-0.982,-0.348,18.799,-4.517,-0.549
-0.165,-0.982,-0.335,15.747,-2.991,0.854
-0.156,-0.983,-0.325,12.939,-2.014,2.869
-0.137,-0.987,-0.314,11.292,-2.014,4.211
-0.122,-0.994,-0.297,9.766,-3.052,4.15
-0.118,-0.999,-0.297,9.644,-4.944,3.235
-0.114,-1,-0.297,9.705,-7.446,1.953
-0.12,-1.001,-0.304,9.583,-9.827,0.183
-0.133,-1,-0.314,8.667,-11.169,-1.465
-0.146,-0.992,-0.315,7.141,-10.864,-2.014
-0.155,-0.99,-0.313,5.859,-9.033,-1.953
-0.16,-0.99,-0.311,4.456,-6.104,-1.587
-0.166,-0.989,-0.302,2.991,-2.625,-0.916
-0.168,-0.988,-0.282,1.648,1.343,-0.244
-0.16,-0.989,-0.258,1.648,5.249,0.549
-0.153,-0.991,-0.24,1.953,7.874,1.221
-0.141,-0.995,-0.227,3.052,9.338,0.977
-0.13,-1.001,-0.218,4.15,9.583,0.366
-0.126,-1.006,-0.22,4.761,8.24,-0.61
-0.127,-1.001,-0.226,4.272,5.798,-1.709
-0.134,-1.002,-0.235,3.601,2.625,-2.441
-0.147,-1,-0.243,2.258,-0.183,-2.808
-0.166,-0.993,-0.237,-0.366,-2.136,-2.93
-0.179,-0.99,-0.224,-2.441,-2.502,-2.441
-0.186,-0.987,-0.21,-2.808,-0.793,-1.526
-0.185,-0.99,-0.195,-2.319,2.625,-0.244
-0.177,-0.995,-0.185,-0.854,6.348,0.732
-0.163,-1,-0.175,0.977,9.705,1.16
-0.152,-1.001,-0.168,2.319,12.085,0.732
-0.143,-1.002,-0.16,3.54,12.634,-0.061
-0.142,-1.002,-0.161,4.395,10.925,-1.221
-0.146,-1.002,-0.161,5.188,8.606,-2.075
-0.155,-1.004,-0.168,5.493,5.432,-2.686
-0.118,-0.424,1.208,17.944,13.855,4.761
-0.102,-0.434,1.231,24.902,9.338,2.686
-0.113,-0.436,1.218,31.799,2.93,-0.488
-0.146,-0.457,1.192,35.583,-2.441,-2.441
-0.155,-0.421,1.214,35.645,-3.723,-2.258
-0.174,-0.438,1.262,36.255,-1.465,-1.831
-0.162,-0.443,1.288,39.612,1.831,-0.854
-0.152,-0.443,1.289,45.776,6.775,0.488
-0.125,-0.427,1.282,53.223,11.353,1.282
-0.101,-0.442,1.263,62.073,13.855,0.244
-0.073,-0.438,1.224,69.458,14.587,-0.854
-0.068,-0.438,1.185,75.745,13.489,-2.747
-0.078,-0.423,1.16,80.872,12.146,-5.005
-0.094,-0.42,1.107,85.571,10.193,-6.47
-0.108,-0.428,1.074,88.928,7.507,-6.775
-0.11,-0.433,1.031,91.125,4.944,-6.653
-0.113,-0.44,0.992,92.896,3.54,-6.104
-0.114,-0.444,0.957,93.079,2.258,-5.371
-0.117,-0.447,0.931,93.201,1.709,-4.272
-0.112,-0.452,0.905,94.788,1.953,-3.479
-0.101,-0.459,0.867,97.595,1.648,-4.333
-0.105,-0.472,0.828,100.647,0.366,-6.348
-0.108,-0.484,0.789,100.83,-0.732,-7.935
-0.114,-0.496,0.759,99.854,-0.671,-9.46
-0.125,-0.506,0.737,99.06,-0.977,-10.986
-0.139,-0.509,0.711,98.633,-1.221,-11.23
-0.153,-0.523,0.673,97.656,-1.16,-10.193
-0.159,-0.546,0.642,95.032,-0.793,-8.728
-0.16,-0.557,0.63,91.064,-0.732,-7.202
-0.163,-0.561,0.634,87.891,-1.099,-6.042
-0.161,-0.577,0.641,85.571,0.183,-5.188
-0.161,-0.598,0.653,83.984,1.526,-4.761
-0.173,-0.606,0.672,82.336,2.991,-4.822
-0.18,-0.621,0.701,82.031,7.629,-4.883
-0.182,-0.636,0.728,83.923,14.954,-4.822
-0.17,-0.648,0.74,87.463,21.79,-4.089
-0.149,-0.665,0.73,92.346,25.757,-4.15
-0.134,-0.679,0.701,95.947,25.024,-5.127
-0.135,-0.679,0.684,96.436,20.203,-6.531
-0.143,-0.684,0.669,95.154,14.648,-7.812
-0.145,-0.689,0.669,93.933,10.742,-8.362
-0.141,-0.698,0.67,92.896,7.324,-8.667
-0.14,-0.71,0.665,93.14,4.822,-9.155
-0.149,-0.712,0.655,94.482,1.526,-9.766
-0.161,-0.708,0.634,96.497,-1.343,-10.437
-0.169,-0.717,0.621,98.633,-2.258,-10.498
-0.171,-0.716,0.593,100.586,-2.38,-10.681
-0.185,-0.728,0.573,101.074,-2.319,-10.437
-0.171,-0.748,0.563,100.769,-2.502,-9.521
-0.157,-0.755,0.533,101.929,-3.967,-9.827
-0.16,-0.76,0.492,102.905,-6.897,-10.254
-0.17,-0.766,0.46,102.112,-10.986,-11.597
-0.188,-0.771,0.444,100.586,-14.038,-12.512
-0.201,-0.768,0.429,100.22,-15.869,-12.024
-0.216,-0.773,0.417,100.037,-17.151,-10.803
-0.214,-0.791,0.398,100.037,-17.151,-9.155
-0.211,-0.804,0.375,99.548,-17.456,-7.629
-0.215,-0.815,0.358,98.083,-18.372,-7.019
-0.22,-0.821,0.35,96.436,-19.348,-6.104
-0.216,-0.832,0.342,94.849,-19.531,-4.639
-0.202,-0.84,0.32,94.543,-19.714,-3.662
-0.202,-0.845,0.285,94.666,-21.118,-3.54
-0.205,-0.856,0.257,93.445,-22.583,-3.906
-0.211,-0.856,0.237,91.309,-23.682,-3.845
-0.213,-0.861,0.224,88.867,-24.536,-2.991
-0.215,-0.868,0.21,87.463,-25.085,-2.258
-0.214,-0.879,0.193,86.975,-24.902,-1.77
-0.208,-0.892,0.171,86.426,-24.231,-1.587
-0.205,-0.896,0.145,85.388,-24.048,-1.038
-0.216,-0.897,0.133,82.52,-24.353,-0.732
-0.214,-0.905,0.13,79.224,-23.804,0.305
-0.204,-0.911,0.122,76.904,-23.56,1.648
-0.196,-0.92,0.108,75.439,-24.231,2.014
-0.197,-0.926,0.096,73.73,-25.696,1.831
-0.207,-0.928,0.084,71.411,-27.039,1.587
-0.22,-0.929,0.079,68.97,-27.283,1.892
-0.231,-0.93,0.085,66.589,-25.513,2.93
-0.228,-0.936,0.092,66.406,-20.935,4.395
-0.216,-0.947,0.08,67.566,-15.442,5.554
-0.206,-0.951,0.057,68.97,-10.742,5.859
-0.198,-0.955,0.047,68.176,-6.958,5.615
-0.193,-0.958,0.038,66.895,-5.005,5.493
-0.192,-0.954,0.034,64.392,-5.432,5.737
-0.192,-0.96,0.037,61.646,-6.897,5.92
-0.183,-0.97,0.033,59.021,-9.155,6.104
-0.185,-0.969,0.032,57.19,-12.268,5.737
-0.193,-0.97,0.03,55.603,-14.771,5.127
-0.196,-0.975,0.026,55.115,-15.625,4.761
-0.207,-0.973,0.019,54.81,-15.015,4.761
