aX,aY,aZ,gX,gY,gZ
-0.02,0.688,-0.697,68.604,-172.363,-188.232
-0.068,0.748,-0.69,67.566,-159.241,-176.697
-0.033,0.812,-0.652,62.5,-138.245,-160.522
0.071,0.899,-0.571,62.622,-117.188,-145.02
0.197,0.996,-0.513,69.702,-100.464,-135.193
0.287,1.039,-0.537,79.346,-89.905,-131.653
0.32,1.043,-0.651,93.018,-84.534,-133.362
0.256,1.025,-0.794,100.647,-80.505,-138.611
0.131,0.978,-0.934,97.473,-72.815,-141.174
-0.004,0.919,-1.013,88.867,-59.143,-138.855
-0.117,0.876,-1.014,69.397,-44.983,-129.7
-0.193,0.884,-0.953,43.213,-34.79,-116.15
-0.224,0.946,-0.839,19.714,-28.687,-99.854
-0.248,0.992,-0.681,11.475,-24.109,-83.13
-0.277,0.969,-0.588,17.456,-15.808,-68.298
-0.306,0.829,-0.594,32.898,-1.709,-54.504
-0.292,0.733,-0.634,48.889,15.442,-40.955
-0.224,0.719,-0.713,54.993,27.832,-26.611
-0.151,0.674,-0.825,49.927,28.381,-9.705
-0.07,0.608,-0.936,38.757,22.583,5.676
0.02,0.563,-0.997,23.743,18.738,14.587
0.098,0.524,-0.974,6.104,15.747,15.747
0.149,0.56,-0.863,-11.841,9.033,12.512
0.154,0.623,-0.708,-19.165,-2.625,5.92
0.128,0.659,-0.607,-13.977,-14.648,-1.099
0.08,0.633,-0.617,-2.808,-21.423,-6.287
0.039,0.59,-0.703,12.329,-20.752,-9.644
0.02,0.583,-0.788,22.461,-15.869,-7.812
0.016,0.563,-0.855,23.621,-8.179,-3.967
0.033,0.585,-0.892,22.888,-0.732,-0.854
0.03,0.589,-0.926,19.226,1.892,0.488
-0.001,0.594,-0.943,13.184,-0.854,0.977
-0.038,0.622,-0.942,6.226,-4.517,2.258
-0.075,0.652,-0.942,0,-6.348,3.967
-0.109,0.644,-0.949,-0.854,-4.517,6.653
-0.107,0.637,-0.933,-1.099,1.221,12.329
-0.076,0.642,-0.916,0.122,9.644,19.104
-0.041,0.619,-0.903,5.371,18.433,23.987
0.002,0.576,-0.899,7.69,25.452,27.466
0.051,0.56,-0.891,5.859,28.259,28.625
0.067,0.549,-0.88,5.066,24.658,25.146
0.052,0.537,-0.865,3.601,17.029,20.569
0.027,0.554,-0.848,-0.488,10.071,16.663
-0.001,0.566,-0.844,0.366,6.836,12.512
-0.016,0.557,-0.867,4.7,6.165,8.972
-0.016,0.537,-0.9,5.493,7.141,7.202
-0.002,0.538,-0.915,8.484,8.423,5.31
-0.008,0.544,-0.923,10.437,8.301,3.113
-0.026,0.52,-0.938,10.62,7.874,1.831
-0.036,0.509,-0.933,9.46,8.606,2.625
-0.038,0.516,-0.91,7.263,9.033,4.578
-0.043,0.513,-0.894,5.798,10.925,6.409
-0.04,0.507,-0.881,4.7,15.198,8.118
-0.028,0.5,-0.872,6.47,19.836,9.644
-0.011,0.489,-0.862,9.46,23.01,9.216
0.016,0.491,-0.849,10.986,22.888,6.836
0.022,0.493,-0.842,11.536,17.761,3.418
0.01,0.498,-0.851,8.972,9.277,0.244
-0.01,0.489,-0.87,8.057,0.671,-1.587
-0.03,0.488,-0.885,8.606,-3.906,-1.709
-0.037,0.488,-0.897,8.667,-3.418,-0.305
-0.035,0.48,-0.902,7.263,0.366,2.38
-0.018,0.477,-0.891,5.371,6.348,5.493
0.003,0.477,-0.882,6.104,11.78,7.874
0.016,0.471,-0.875,7.874,15.076,9.216
0.019,0.465,-0.873,9.521,17.883,8.911
0.026,0.466,-0.863,9.583,20.081,7.385
0.025,0.484,-0.856,10.803,19.47,4.761
0.012,0.483,-0.857,9.155,15.93,2.686
0.001,0.481,-0.865,9.766,10.132,1.038
-0.015,0.488,-0.877,6.165,3.662,-0.305
-0.039,0.49,-0.886,5.859,-0.977,-1.465
-0.056,0.491,-0.893,3.723,-2.258,-0.427
-0.059,0.495,-0.895,4.517,0.183,1.526
-0.25,0.533,-0.887,14.221,89.233,39.795
-0.22,0.507,-0.896,9.216,95.398,44.739
-0.189,0.501,-0.875,0.244,89.355,49.133
-0.178,0.509,-0.844,-7.751,77.637,50.659
-0.188,0.524,-0.808,-18.799,66.65,50.659
-0.225,0.546,-0.776,-22.034,59.814,49.194
-0.276,0.559,-0.765,-24.292,58.716,48.706
-0.328,0.573,-0.758,-23.193,64.453,49.622
-0.387,0.572,-0.746,-18.25,77.576,53.955
-0.437,0.614,-0.722,-13.428,99.976,59.937
-0.476,0.638,-0.711,-0.854,129.7,67.383
-0.494,0.623,-0.74,13.367,160.522,79.102
-0.499,0.571,-0.79,30.396,189.209,92.041
-0.5,0.519,-0.832,39.49,216.248,102.478
-0.475,0.516,-0.849,46.875,241.699,108.093
-0.44,0.567,-0.833,54.199,263.184,110.535
-0.414,0.61,-0.82,58.35,276.978,109.863
-0.42,0.634,-0.805,64.575,282.227,106.201
-0.456,0.652,-0.803,72.327,281.25,101.868
-0.511,0.656,-0.815,71.655,276.672,99.609
-0.574,0.656,-0.809,68.909,271.851,99.67
-0.66,0.614,-0.781,62.988,273.132,101.563
-0.763,0.503,-0.722,57.495,280.334,103.027
-0.812,0.459,-0.639,50.11,290.344,104.858
-0.793,0.492,-0.536,42.603,299.072,107.971
-0.773,0.51,-0.439,38.818,302.368,110.168
-0.751,0.525,-0.366,38.696,298.645,109.68
-0.741,0.533,-0.342,41.443,290.161,105.286
-0.763,0.521,-0.343,43.091,279.724,98.206
-0.801,0.521,-0.342,46.021,272.278,92.59
-0.855,0.519,-0.331,47.791,267.883,90.759
-0.928,0.477,-0.317,53.345,264.343,91.37
-0.998,0.414,-0.294,58.105,264.709,95.825
-1.067,0.334,-0.274,64.392,271.667,101.868
-1.109,0.276,-0.25,65.735,285.156,110.352
-1.132,0.275,-0.233,65.125,305.176,122.253
-1.1,0.309,-0.208,65.125,332.214,135.437
-0.985,0.357,-0.162,70.74,365.112,145.081
-0.89,0.357,-0.115,83.557,398.376,150.024
-0.79,0.299,-0.095,96.008,425.415,150.269
-0.687,0.212,-0.068,103.394,443.115,149.414
-0.613,0.089,-0.042,105.53,445.679,147.034
-0.591,-0.093,0.017,96.863,432.983,146.912
-0.559,-0.26,0.107,73.975,403.992,151.794
-0.513,-0.313,0.244,38.818,359.192,160.889
-0.51,-0.284,0.38,5.432,302.673,172.058
-0.535,-0.214,0.521,-22.278,251.038,182.312
-0.545,-0.164,0.619,-38.696,216.614,189.575
-0.503,-0.167,0.664,-42.297,198.486,192.688
-0.427,-0.191,0.689,-40.527,193.604,189.087
-0.326,-0.247,0.698,-33.691,197.021,176.636
-0.219,-0.363,0.698,-22.522,200.5,157.837
-0.182,-0.481,0.693,-13.855,195.862,132.324
-0.248,-0.528,0.681,-12.695,181.824,104.187
-0.369,-0.506,0.649,-14.709,168.274,81.604
-0.469,-0.477,0.631,-15.259,166.504,67.444
-0.498,-0.443,0.656,-19.104,177.673,60.669
-0.463,-0.415,0.719,-26.367,190.186,59.448
-0.405,-0.379,0.794,-32.837,194.336,59.204
-0.347,-0.352,0.851,-36.987,188.477,57.8
-0.291,-0.342,0.923,-40.405,177.917,56.885
-0.23,-0.333,0.977,-41.565,165.71,54.871
-0.172,-0.327,1.007,-42.48,151.245,51.27
-0.12,-0.313,1.02,-40.161,136.536,47.18
-0.094,-0.306,1.021,-35.645,121.826,42.664
-0.09,-0.301,1.027,-35.583,107.422,39.001
-0.093,-0.265,1.05,-38.269,95.642,38.757
-0.078,-0.22,1.072,-36.011,88.257,39.185
-0.066,-0.175,1.08,-36.804,81.665,38.757
-0.046,-0.13,1.109,-37.781,75.745,37.048
-0.023,-0.093,1.148,-39.856,73.547,33.936
0.006,-0.083,1.185,-35.767,74.768,28.198
0.028,-0.103,1.214,-30.701,77.148,20.081
0.04,-0.129,1.23,-19.836,78.308,8.24
0.024,-0.14,1.225,-7.996,76.904,-5.127
-0.01,-0.147,1.189,-1.099,73.975,-17.517
-0.047,-0.144,1.144,5.066,71.96,-27.832
-0.086,-0.122,1.094,9.338,69.275,-33.997
-0.128,-0.108,1.065,8.728,64.026,-34.851
-0.147,-0.095,1.067,5.005,57.312,-30.334
-0.147,-0.083,1.089,1.099,50.476,-22.156
-0.132,-0.073,1.119,-2.197,42.908,-13.184
-0.109,-0.077,1.144,-2.869,35.828,-5.92
-0.084,-0.098,1.155,2.991,29.846,-2.502
-0.066,-0.11,1.143,9.888,24.292,-1.831
-0.061,-0.109,1.11,15.991,18.555,-2.014
-0.057,-0.117,1.073,22.217,13.367,-2.014
-0.057,-0.117,1.036,25.696,9.216,-2.502
-0.076,-0.1,0.995,26.917,6.47,-3.113
-0.098,-0.096,0.956,26.062,5.188,-2.563
-0.11,-0.097,0.937,20.142,6.042,-0.549
-0.109,-0.098,0.942,15.747,8.667,2.38
-0.09,-0.099,0.97,12.207,11.108,4.944
-0.067,-0.1,1,9.277,11.963,6.531
-0.043,-0.102,1.016,7.751,10.559,6.775
-0.025,-0.108,1.022,7.812,7.69,5.554
-0.022,-0.116,1.013,11.169,4.028,2.563
-0.026,-0.117,0.996,15.625,0.854,-0.671
-0.041,-0.111,0.968,17.761,-1.526,-2.808
-0.071,-0.103,0.945,19.226,-2.38,-4.089
-0.117,-0.085,0.922,16.541,-1.282,-3.601
-0.147,-0.077,0.913,14.465,2.808,-1.221
-0.141,-0.085,0.921,14.832,9.216,2.808
-0.117,-0.094,0.94,12.756,14.343,6.958
-0.092,-0.099,0.963,8.667,15.564,10.193
-0.07,-0.11,0.981,8.24,14.526,11.169
-0.051,-0.12,0.992,11.78,11.414,10.437
-0.037,-0.122,0.988,12.39,6.775,9.705
-0.029,-0.123,0.975,12.573,2.625,8.423
-0.033,-0.123,0.958,14.221,-1.587,6.287
-0.045,-0.117,0.94,16.174,-3.967,4.211
-0.057,-0.113,0.93,16.479,-4.639,2.869
-0.068,-0.107,0.919,12.939,-4.028,2.38
-0.078,-0.104,0.913,9.155,-2.197,2.869
-0.079,-0.098,0.922,8.301,1.038,2.869
-0.073,-0.094,0.937,7.446,5.188,2.563
-0.063,-0.095,0.957,4.7,9.277,2.38
-0.049,-0.099,0.978,2.93,12.634,1.892
-0.031,-0.101,0.992,3.662,14.282,1.099
-0.574,-0.432,0.787,21.484,-154.297,-37.659
-0.593,-0.478,0.791,20.264,-148.132,-37.048
-0.616,-0.531,0.796,16.418,-147.705,-37.048
-0.648,-0.587,0.803,12.817,-150.513,-37.842
-0.681,-0.656,0.808,14.709,-152.771,-39.429
-0.702,-0.735,0.813,16.357,-152.527,-43.579
-0.691,-0.821,0.834,18.738,-152.1,-50.232
-0.667,-0.905,0.862,20.996,-156.921,-61.035
-0.641,-0.975,0.887,24.536,-169.006,-77.942
-0.61,-0.987,0.921,26.123,-189.392,-99.731
-0.571,-0.952,0.914,34.546,-218.506,-125.732
-0.539,-0.902,0.834,46.631,-255.615,-154.541
-0.516,-0.834,0.696,57.434,-296.631,-182.922
-0.502,-0.744,0.495,70.007,-338.928,-209.717
-0.574,-0.681,0.206,73.914,-381.775,-228.638
-0.737,-0.62,-0.126,63.599,-420.227,-229.858
-0.898,-0.671,-0.418,41.26,-446.899,-209.412
-0.884,-0.75,-0.574,10.803,-455.811,-177.917
-0.767,-0.828,-0.644,-21.851,-453.674,-153.687
-0.659,-0.849,-0.91,-47.791,-457.275,-143.738
-0.623,-0.951,-0.932,-68.542,-442.993,-135.193
-0.442,-0.894,-1.044,-89.905,-419.739,-138.611
-0.282,-0.803,-1.028,-111.328,-405.334,-152.161
-0.274,-0.666,-0.902,-128.54,-377.991,-163.025
-0.105,-0.516,-0.746,-121.033,-362.61,-180.481
0,-0.312,-0.461,-99.792,-370.85,-201.965
0.016,0.073,-0.553,-64.819,-400.208,-239.075
-0.37,0.264,-0.452,-20.813,-409.119,-266.479
-0.789,0.674,-0.479,18.433,-354.309,-265.991
-1.078,0.953,-0.374,55.359,-267.517,-247.864
-1.349,1.093,-0.318,84.778,-176.697,-219.91
-1.368,1.137,-0.305,96.313,-102.661,-178.284
-1.191,1.047,-0.413,96.619,-50.598,-135.559
-1,0.847,-0.534,79.468,-32.837,-109.863
-0.868,0.777,-0.607,45.166,-50.11,-96.008
-0.855,0.75,-0.657,5.92,-91.309,-86.365
-0.889,0.664,-0.729,-24.17,-135.315,-77.881
-0.901,0.628,-0.725,-50.232,-163.757,-64.453
-0.876,0.656,-0.648,-72.144,-174.805,-45.471
-0.825,0.68,-0.576,-82.092,-171.753,-28.564
-0.735,0.699,-0.518,-82.275,-156.433,-20.386
-0.59,0.687,-0.509,-76.477,-136.475,-21.545
-0.437,0.592,-0.535,-74.585,-126.648,-33.569
-0.364,0.536,-0.514,-80.688,-140.381,-54.382
-0.34,0.597,-0.501,-89.478,-172.119,-71.35
-0.374,0.652,-0.512,-90.027,-209.961,-82.031
-0.471,0.69,-0.556,-79.041,-243.53,-86.853
-0.573,0.72,-0.616,-63.293,-259.644,-85.144
-0.631,0.726,-0.687,-39.673,-251.526,-80.444
-0.66,0.698,-0.76,-13.977,-222.229,-76.416
-0.628,0.628,-0.85,6.165,-178.345,-72.144
-0.549,0.538,-0.945,20.691,-133.423,-69.336
-0.457,0.496,-1.011,24.353,-100.891,-69.641
-0.378,0.536,-1.022,15.625,-83.557,-70.374
-0.338,0.568,-1.008,5.066,-81.299,-68.97
-0.328,0.588,-0.975,-1.77,-86.426,-65.674
-0.311,0.615,-0.947,-8.24,-91.003,-60.669
-0.323,0.617,-0.9,-12.451,-92.346,-56.335
-0.349,0.615,-0.858,-14.038,-92.163,-52.551
-0.373,0.606,-0.829,-13.245,-87.463,-47.424
-0.363,0.58,-0.803,-7.202,-75.5,-43.64
-0.336,0.579,-0.778,2.625,-62.744,-43.579
-0.328,0.589,-0.78,12.695,-55.664,-44.495
-0.332,0.572,-0.818,21.24,-52.063,-43.64
-0.344,0.535,-0.876,26.794,-48.34,-39.673
-0.353,0.504,-0.961,29.968,-42.969,-32.776
-0.335,0.443,-1.054,29.114,-37.048,-22.827
-0.305,0.388,-1.105,20.508,-30.884,-11.047
-0.26,0.378,-1.11,5.249,-25.146,-0.732
-0.214,0.385,-1.07,-7.812,-19.897,6.958
-0.174,0.383,-1.004,-15.198,-14.954,11.658
-0.136,0.392,-0.927,-18.188,-9.155,14.16
-0.112,0.397,-0.856,-16.357,-2.869,15.503
-0.091,0.377,-0.817,-9.644,3.113,15.625
-0.066,0.346,-0.814,-2.258,9.399,15.564
-0.023,0.33,-0.804,2.686,13,13.062
-0.006,0.352,-0.832,6.958,8.728,5.615
-0.032,0.372,-0.865,11.108,-3.113,-1.404
-0.111,0.363,-0.91,14.404,-14.587,-0.671
-0.122,0.378,-0.969,16.846,-24.109,1.221
-0.177,0.375,-0.999,14.832,-25.757,5.127
-0.187,0.369,-1.016,10.01,-20.691,8.606
-0.179,0.362,-1.009,7.08,-10.315,9.583
-0.161,0.349,-0.978,6.714,2.502,9.705
-0.141,0.363,-0.939,6.47,14.526,8.423
-0.103,0.393,-0.908,8.606,21.667,5.005
-0.067,0.414,-0.898,10.925,22.583,0.183
-0.073,0.418,-0.907,10.315,15.015,-5.127
-0.111,0.413,-0.915,10.132,1.953,-7.08
-0.126,0.448,-0.968,8.118,-11.536,-7.202
-0.228,0.417,-0.972,7.019,-14.832,-1.831
-0.211,0.403,-0.988,7.08,-12.024,2.563
-0.229,0.39,-0.981,4.395,-1.892,5.31
-0.22,0.397,-0.949,3.174,12.451,7.629
-0.188,0.406,-0.917,3.113,23.071,7.812
-0.175,0.397,-0.873,4.7,29.297,7.019
-0.155,0.408,-0.834,6.592,30.945,3.54
-0.158,0.412,-0.815,11.108,28.381,-1.099
-0.175,0.41,-0.813,14.709,22.888,-2.747
-0.177,0.402,-0.828,15.259,13.489,-3.479
-0.174,0.387,-0.857,14.221,3.113,-3.418
-0.185,0.369,-0.897,13.306,-7.08,-3.723
-0.205,0.369,-0.936,11.047,-16.357,-3.723
-0.239,0.372,-0.945,6.104,-23.071,-2.625
-0.246,0.394,-0.954,0.916,-26.978,-1.221
-0.279,0.401,-0.945,-1.038,-24.902,1.404
-0.276,0.4,-0.942,-0.366,-17.334,4.456
-0.272,0.395,-0.925,1.221,-5.066,8.118
-0.251,0.388,-0.902,3.967,8.606,11.108
-0.231,0.376,-0.88,7.568,22.339,12.939
-0.207,0.358,-0.864,11.78,33.691,13.733
-0.178,0.334,-0.858,15.686,41.199,13.428
-0.124,0.319,-0.866,17.273,42.908,12.39
-0.084,0.3,-0.875,17.883,36.194,10.803
-0.073,0.293,-0.877,15.93,20.386,8.728
-0.091,0.304,-0.883,10.132,0.305,5.981
-0.14,0.314,-0.884,4.456,-16.357,5.249
-0.161,0.331,-0.889,1.221,-26.917,5.676
-0.18,0.341,-0.898,1.831,-29.358,5.493
-0.549,0.42,-0.754,28.687,101.929,12.39
-0.572,0.413,-0.733,27.771,99.731,12.878
-0.592,0.413,-0.706,25.757,96.802,13.611
-0.602,0.44,-0.681,23.865,93.079,13.916
-0.618,0.451,-0.666,21.606,88.318,13.855
-0.643,0.453,-0.661,20.508,83.069,13.977
-0.666,0.461,-0.661,21.729,77.881,13.794
-0.69,0.462,-0.666,22.766,73.914,14.343
-0.703,0.457,-0.672,23.315,71.472,16.357
-0.705,0.454,-0.671,21.179,70.801,19.592
-0.707,0.434,-0.664,19.714,72.388,22.461
-0.701,0.401,-0.647,17.944,76.05,23.804
-0.685,0.402,-0.622,15.93,80.383,24.292
-0.68,0.412,-0.596,15.625,82.153,23.315
-0.693,0.412,-0.584,16.602,81.543,20.752
-0.711,0.417,-0.579,16.724,78.613,17.639
-0.734,0.425,-0.577,16.235,74.646,15.381
-0.751,0.428,-0.574,15.259,69.946,14.038
-0.765,0.43,-0.566,14.648,64.758,13.672
-0.775,0.429,-0.556,13.428,59.143,14.343
-0.785,0.419,-0.547,12.878,54.199,14.282
-0.808,0.401,-0.533,11.047,50.598,13.367
-0.824,0.398,-0.511,9.033,49.011,12.939
-0.829,0.402,-0.49,9.338,48.34,13.367
-0.829,0.409,-0.478,9.888,47.119,13.977
-0.836,0.422,-0.471,10.986,46.448,13.733
-0.849,0.425,-0.468,12.634,46.326,13.428
-0.854,0.428,-0.465,13.306,46.082,14.709
-0.846,0.442,-0.46,11.963,45.898,17.883
-0.837,0.44,-0.458,10.376,45.959,20.752
-0.832,0.422,-0.452,9.155,46.997,22.888
-0.818,0.403,-0.436,6.836,49.683,24.963
-0.795,0.372,-0.41,5.432,52.856,26.611
-0.772,0.349,-0.382,6.775,55.237,26.55
-0.759,0.35,-0.359,9.949,55.603,24.841
-0.76,0.356,-0.353,14.16,53.833,22.705
-0.768,0.359,-0.365,17.944,50.354,20.63
-0.777,0.365,-0.383,20.691,47.241,19.409
-0.794,0.376,-0.391,21.667,46.082,18.982
-0.811,0.372,-0.392,21.851,46.875,19.592
-0.82,0.369,-0.388,22.156,49.927,21.24
-0.82,0.368,-0.378,21.973,55.359,23.071
-0.823,0.346,-0.359,20.935,62.073,23.499
-0.821,0.319,-0.342,20.752,68.481,22.522
-0.806,0.321,-0.323,24.048,73.12,21.301
-0.794,0.328,-0.323,25.024,73.975,20.386
-0.797,0.321,-0.333,27.893,71.594,16.907
-0.815,0.33,-0.341,27.222,68.237,13.428
-0.837,0.352,-0.347,28.503,65.491,11.292
-0.862,0.372,-0.347,25.513,63.843,11.414
-0.893,0.372,-0.346,24.963,64.88,12.634
-0.915,0.346,-0.339,24.17,70.313,15.015
-0.917,0.292,-0.325,22.461,78.735,17.639
-0.888,0.262,-0.297,22.766,88.379,19.409
-0.846,0.276,-0.265,22.278,94.421,19.653
-0.821,0.296,-0.244,21.545,92.041,17.09
-0.825,0.311,-0.248,21.729,82.275,11.963
-0.856,0.33,-0.251,22.583,69.58,6.348
-0.901,0.36,-0.251,19.958,56.885,3.174
-0.938,0.388,-0.248,13.855,45.715,2.869
-0.969,0.409,-0.241,9.644,37.598,4.883
-0.994,0.426,-0.235,6.714,33.02,8.301
-1.013,0.426,-0.221,2.258,32.41,12.573
-1.031,0.408,-0.215,1.709,35.156,16.602
-1.039,0.396,-0.21,3.601,40.771,20.996
-1.033,0.412,-0.206,4.883,47.791,25.574
-1.035,0.414,-0.208,9.583,57.434,27.954
-1.045,0.404,-0.21,11.414,70.862,28.748
-1.061,0.405,-0.199,15.747,89.233,28.992
-1.065,0.404,-0.177,15.93,111.633,29.968
-1.058,0.405,-0.147,18.921,135.742,31.25
-1.046,0.414,-0.11,24.048,160.217,33.203
-1.03,0.406,-0.074,26.978,182.251,35.889
-1.012,0.382,-0.039,34.424,203.003,37.903
-0.996,0.371,-0.01,42.542,222.656,39.246
-0.991,0.334,0.018,48.645,241.699,40.222
-0.979,0.288,0.04,52.979,259.888,40.71
-0.962,0.287,0.075,59.509,279.114,40.283
-0.96,0.327,0.121,61.157,298.34,40.283
-0.958,0.362,0.163,60.974,317.322,40.466
-0.951,0.379,0.208,65.186,336.487,40.771
-0.924,0.396,0.267,67.2,351.135,44.189
-0.896,0.419,0.334,63.843,357.544,51.392
-0.864,0.438,0.409,62.012,360.229,60.547
-0.809,0.414,0.472,61.768,363.098,69.946
-0.724,0.356,0.531,62.561,364.99,77.026
-0.615,0.277,0.57,70.19,365.845,80.078
-0.51,0.185,0.592,77.881,362.061,79.224
-0.426,0.112,0.614,78.064,347.046,76.111
-0.382,0.09,0.636,72.998,322.327,71.96
-0.376,0.106,0.664,63.843,295.166,68.115
-0.381,0.135,0.707,52.795,272.766,64.88
-0.382,0.161,0.77,46.57,258.545,61.829
-0.375,0.169,0.83,46.387,251.404,57.373
-0.385,0.155,0.869,51.331,248.23,50.293
-0.379,0.079,0.885,60.486,244.629,43.64
-0.383,-0.005,0.892,69.58,237.732,37.17
-0.342,-0.099,0.875,75.012,227.844,32.654
-0.297,-0.167,0.878,75.439,215.21,32.715
-0.253,-0.189,0.883,71.228,196.106,31.86
-0.233,-0.199,0.888,63.538,170.105,30.334
-0.266,-0.171,0.887,54.199,141.724,31.006
-0.301,-0.135,0.898,42.908,118.225,35.645
-0.302,-0.115,0.928,32.959,103.455,43.274
-0.268,-0.123,0.974,26.184,95.093,49.866
-0.223,-0.139,1.022,22.583,89.233,52.246
-0.193,-0.162,1.058,23.254,83.313,49.255
-0.177,-0.179,1.068,28.87,76.05,42.542
-0.179,-0.178,1.055,36.255,68.604,35.828
-0.178,-0.159,1.031,42.297,62.805,31.555
-0.175,-0.131,1.006,44.373,60.669,30.518
-0.164,-0.107,0.989,43.518,61.646,31.616
-0.12,-0.102,0.989,39.429,64.636,34.912
-0.055,-0.126,1.009,33.875,67.566,37.415
-0.005,-0.156,1.025,33.63,65.002,36.987
0.026,-0.189,1.028,34.119,54.871,35.339
0.044,-0.203,1.024,31.616,41.382,32.837
0.023,-0.186,1.001,31.738,28.809,28.564
-0.003,-0.158,0.976,33.691,20.386,25.33
0.062,-0.459,1.181,44.739,-200.928,-57.922
-0.039,-0.41,1.13,54.077,-231.14,-74.646
-0.19,-0.378,1.017,65.063,-258.484,-86.67
-0.286,-0.396,0.904,72.327,-277.161,-87.158
-0.32,-0.466,0.839,70.129,-288.391,-80.261
-0.325,-0.575,0.831,63.477,-299.072,-74.829
-0.305,-0.671,0.865,57.495,-314.697,-75.134
-0.308,-0.719,0.874,55.359,-339.172,-82.52
-0.334,-0.734,0.811,57.129,-371.765,-96.985
-0.368,-0.717,0.679,62.439,-403.748,-114.807
-0.408,-0.672,0.506,66.956,-434.021,-132.751
-0.461,-0.624,0.354,66.467,-457.764,-149.841
-0.54,-0.586,0.235,61.89,-467.102,-165.588
-0.618,-0.548,0.16,55.786,-455.139,-181.091
-0.686,-0.527,0.151,53.04,-421.448,-197.144
-0.7,-0.498,0.158,55.603,-376.16,-214.233
-0.669,-0.438,0.166,63.232,-331.482,-235.229
-0.696,-0.37,0.154,71.899,-299.622,-258.606
-0.748,-0.307,0.08,72.021,-289.124,-274.048
-0.772,-0.231,-0.014,65.613,-294.067,-278.687
-0.787,-0.196,-0.152,57.617,-308.472,-276.611
-0.78,-0.18,-0.308,44.189,-329.712,-271.79
-0.858,-0.151,-0.464,25.269,-354.858,-265.076
-0.984,-0.123,-0.624,4.578,-378.418,-251.648
-1.026,-0.066,-0.765,-14.404,-391.235,-231.201
-1,-0.056,-0.871,-28.87,-386.536,-212.28
-0.931,-0.024,-0.962,-39.307,-369.629,-201.538
-0.851,0.022,-1.031,-48.035,-344.604,-197.754
-0.753,0.038,-1.112,-50.293,-313.477,-197.754
-0.717,0.056,-1.162,-51.514,-284.302,-198.059
-0.699,0.075,-1.177,-58.655,-262.573,-192.261
-0.6,0.133,-1.143,-70.923,-251.892,-179.321
-0.471,0.27,-1.047,-85.754,-251.465,-165.222
-0.394,0.434,-0.948,-94.971,-256.836,-154.358
-0.36,0.552,-0.881,-95.886,-259.949,-144.836
-0.328,0.655,-0.817,-91.431,-254.944,-137.085
-0.258,0.74,-0.777,-81.055,-239.868,-132.08
-0.131,0.765,-0.797,-65.857,-217.59,-131.592
-0.023,0.74,-0.884,-55.847,-195.618,-137.695
0.031,0.755,-0.901,-62.256,-187.256,-142.639
0.098,0.845,-0.902,-79.895,-202.209,-142.456
0.101,0.927,-0.9,-96.069,-232.117,-138.306
0.092,0.997,-0.872,-105.896,-259.277,-132.874
0.096,1.105,-0.818,-105.652,-270.325,-129.272
0.048,1.12,-0.704,-85.022,-253.174,-129.517
-0.046,1.058,-0.659,-52.124,-205.017,-133.423
-0.1,1.009,-0.681,-15.015,-148.01,-134.216
-0.069,0.881,-0.823,17.456,-96.069,-130.432
-0.001,0.781,-0.945,27.893,-61.89,-125.427
0.016,0.754,-1.018,13.977,-51.636,-122.131
-0.051,0.77,-0.998,-7.263,-59.57,-123.413
-0.18,0.87,-0.879,-29.846,-77.881,-124.268
-0.4,0.937,-0.751,-44.678,-98.145,-122.253
-0.669,0.927,-0.675,-42.114,-111.328,-114.807
-0.878,0.95,-0.676,-33.752,-110.474,-95.337
-0.876,0.871,-0.812,-19.958,-93.506,-62.012
-0.703,0.652,-1.045,-5.31,-64.331,-17.7
-0.373,0.478,-1.237,-2.686,-29.968,22.766
-0.042,0.346,-1.298,-10.071,1.587,48.035
0.216,0.244,-1.228,-24.292,23.376,56.396
0.368,0.241,-1.005,-43.274,32.654,50.964
0.422,0.312,-0.705,-56.458,28.809,35.522
0.379,0.363,-0.466,-49.377,16.479,14.648
0.286,0.406,-0.378,-27.771,2.625,-5.249
0.185,0.422,-0.454,-0.061,-8.484,-21.545
0.069,0.438,-0.632,22.827,-18.372,-34.485
-0.09,0.44,-0.849,38.452,-27.832,-42.664
-0.235,0.434,-1.045,44.128,-32.104,-40.283
-0.304,0.44,-1.162,37.781,-27.344,-28.381
-0.305,0.434,-1.182,24.597,-14.526,-12.756
-0.244,0.44,-1.12,10.864,2.869,2.441
-0.137,0.451,-1.025,1.16,19.653,14.099
-0.039,0.444,-0.896,-1.16,30.762,19.104
0.029,0.445,-0.785,2.869,33.264,17.7
0.052,0.412,-0.742,9.338,28.381,12.146
0.032,0.394,-0.775,17.273,19.836,5.066
-0.018,0.389,-0.855,26.001,11.536,-1.587
-0.076,0.387,-0.949,28.442,5.188,-4.333
-0.105,0.375,-1.03,29.358,2.075,-3.845
-0.123,0.385,-1.074,24.719,1.465,-1.526
-0.135,0.4,-1.086,15.808,-0.061,2.075
-0.143,0.408,-1.074,8.85,-0.916,5.127
-0.138,0.42,-1.04,5.737,1.953,8.118
-0.131,0.415,-0.993,1.831,8.118,11.169
-0.108,0.415,-0.949,1.831,15.808,12.573
-0.086,0.416,-0.916,7.385,23.193,12.268
-0.076,0.393,-0.903,9.583,26.367,10.62
-0.067,0.366,-0.898,9.888,25.513,9.644
-0.061,0.363,-0.905,10.01,21.79,9.399
