aX,aY,aZ,gX,gY,gZ
-0.066,0.357,-0.918,11.169,16.296,8.606
-0.082,0.363,-0.923,8.606,10.437,8.545
-0.094,0.359,-0.931,5.249,5.92,9.033
-0.097,0.354,-0.939,6.165,3.052,9.277
-0.094,0.359,-0.943,6.287,2.319,9.277
-0.086,0.353,-0.936,6.042,3.845,9.033
-0.077,0.349,-0.924,7.629,7.568,8.85
-0.067,0.346,-0.912,9.766,12.329,8.057
-0.065,0.337,-0.906,11.169,16.479,7.141
-0.069,0.334,-0.909,13.489,19.287,6.042
-0.069,0.342,-0.919,16.785,21.301,5.249
-0.075,0.341,-0.936,18.311,21.973,4.089
-0.075,0.339,-0.948,16.724,19.836,2.991
-0.076,0.344,-0.944,12.085,15.381,2.258
-0.088,0.354,-0.924,8.85,9.216,1.221
-0.111,0.358,-0.911,7.629,3.418,0.488
-0.117,0.359,-0.911,8.118,0.183,1.038
-0.11,0.359,-0.916,10.254,0.61,1.953
-0.104,0.355,-0.917,13.184,4.333,1.831
-0.108,0.355,-0.924,14.282,8.301,1.709
-0.103,0.348,-0.936,16.235,11.292,2.136
-0.096,0.351,-0.945,18.372,12.451,2.258
-0.095,0.356,-0.958,18.188,11.353,1.892
-0.105,0.354,-0.969,13.794,8.24,1.892
-0.109,0.361,-0.973,11.23,5.005,2.319
-0.115,0.358,-0.976,9.766,3.296,2.93
-0.114,0.362,-0.972,9.094,4.15,3.479
-0.103,0.364,-0.954,8.179,7.019,4.089
-0.095,0.363,-0.938,9.277,10.62,3.784
-0.082,0.36,-0.928,10.681,13.367,2.93
-0.423,0.411,-0.923,-4.211,-16.113,10.01
-0.449,0.414,-0.916,-6.165,-13.733,12.878
-0.454,0.408,-0.902,-6.653,-7.141,16.846
-0.436,0.394,-0.887,-6.653,0.549,20.752
-0.408,0.374,-0.87,-6.836,7.568,24.475
-0.371,0.362,-0.862,-4.578,11.047,26.001
-0.339,0.346,-0.869,-1.831,11.353,25.452
-0.322,0.331,-0.885,-1.465,8.24,23.437
-0.32,0.323,-0.9,-1.77,3.662,20.508
-0.333,0.326,-0.903,-2.625,-0.854,17.517
-0.357,0.339,-0.896,-3.54,-3.662,15.442
-0.38,0.343,-0.887,-2.258,-3.601,14.893
-0.41,0.335,-0.88,-0.671,0.366,16.174
-0.425,0.32,-0.873,1.892,7.69,18.982
-0.405,0.317,-0.867,3.601,16.235,22.644
-0.377,0.312,-0.861,6.165,23.437,24.475
-0.35,0.308,-0.87,8.484,27.344,24.231
-0.332,0.302,-0.881,8.057,26.489,22.522
-0.328,0.301,-0.888,8.179,21.301,19.104
-0.345,0.307,-0.884,6.165,13.367,16.479
-0.375,0.31,-0.879,2.258,5.066,15.198
-0.407,0.309,-0.873,-0.671,-0.183,15.076
-0.434,0.31,-0.869,-1.038,-1.16,16.113
-0.447,0.306,-0.871,-0.122,1.77,19.043
-0.438,0.298,-0.878,1.648,7.141,22.4
-0.412,0.294,-0.886,2.93,12.512,24.902
-0.386,0.291,-0.89,3.784,15.93,25.635
-0.372,0.287,-0.891,5.981,17.578,24.414
-0.369,0.278,-0.892,6.775,17.212,22.095
-0.375,0.274,-0.893,6.47,15.686,19.531
-0.386,0.271,-0.894,5.371,13.55,17.273
-0.403,0.268,-0.89,3.784,12.146,15.686
-0.419,0.274,-0.883,1.526,11.169,15.32
-0.434,0.279,-0.879,0.671,10.864,15.93
-0.443,0.28,-0.881,2.258,12.268,17.212
-0.443,0.28,-0.881,4.333,15.259,18.799
-0.434,0.273,-0.877,4.15,18.86,20.508
-0.417,0.266,-0.871,3.296,21.79,21.729
-0.403,0.247,-0.868,2.93,23.437,21.606
-0.39,0.229,-0.867,3.906,23.682,20.081
-0.378,0.228,-0.867,4.639,23.01,17.7
-0.379,0.23,-0.864,4.822,20.813,14.709
-0.401,0.236,-0.856,5.005,17.578,11.902
-0.424,0.247,-0.849,7.324,14.404,10.437
-0.445,0.262,-0.849,8.911,12.634,11.23
-0.454,0.266,-0.853,9.46,13.123,13.428
-0.455,0.258,-0.858,9.155,15.564,15.747
-0.45,0.244,-0.864,8.118,19.287,17.334
-0.441,0.222,-0.867,8.423,22.705,18.005
-0.426,0.21,-0.863,9.399,23.865,17.883
-0.415,0.213,-0.854,8.728,22.888,16.785
-0.414,0.215,-0.843,6.958,20.325,14.893
-0.416,0.226,-0.834,5.615,17.761,12.634
-0.436,0.24,-0.837,9.094,16.724,10.254
-0.451,0.255,-0.85,11.414,17.578,9.46
-0.465,0.261,-0.864,11.108,20.752,9.583
-0.48,0.263,-0.868,12.817,25.94,10.01
-0.491,0.259,-0.865,14.465,32.043,11.169
-0.49,0.239,-0.864,13.428,37.354,13.123
-0.484,0.216,-0.855,10.742,40.039,14.832
-0.473,0.206,-0.839,10.559,39.429,15.137
-0.468,0.194,-0.827,9.277,36.072,14.709
-0.465,0.206,-0.822,7.629,30.64,13.733
-0.477,0.205,-0.824,6.531,25.269,12.817
-0.482,0.218,-0.831,5.981,22.766,12.146
-0.486,0.231,-0.838,7.08,23.926,11.597
-0.493,0.24,-0.85,10.437,27.649,10.559
-0.499,0.236,-0.859,13.794,33.508,9.583
-0.513,0.208,-0.86,15.686,40.649,8.606
-0.522,0.183,-0.853,17.273,47.119,7.446
-0.522,0.173,-0.836,16.846,50.293,6.836
-0.518,0.162,-0.819,14.832,48.34,6.958
-0.515,0.163,-0.805,10.559,40.894,7.324
-0.514,0.172,-0.8,7.324,30.884,7.263
-0.515,0.19,-0.802,4.944,21.729,6.775
-0.525,0.211,-0.811,5.066,16.052,5.249
-0.539,0.221,-0.827,6.287,15.137,2.808
-0.553,0.228,-0.837,8.179,18.494,0.977
-0.56,0.23,-0.848,10.315,24.902,-0.183
-0.574,0.225,-0.86,12.695,32.288,-1.587
-0.594,0.211,-0.863,14.038,39.795,-2.502
-0.599,0.2,-0.864,14.099,46.753,-2.686
-0.599,0.2,-0.854,11.658,49.988,-2.258
-0.594,0.206,-0.84,7.263,48.096,-0.549
-0.587,0.212,-0.832,5.737,43.518,1.648
-0.583,0.217,-0.832,4.028,39.978,2.808
-0.581,0.226,-0.828,0.977,38.94,2.747
-0.587,0.225,-0.822,2.075,41.626,1.587
-0.606,0.207,-0.813,5.249,47.791,-0.427
-0.629,0.191,-0.797,8.911,56.702,-2.014
-0.637,0.191,-0.776,11.841,67.505,-2.686
-0.627,0.196,-0.76,14.587,77.454,-3.113
-0.615,0.202,-0.746,14.709,82.642,-3.357
-0.612,0.218,-0.736,11.047,81.604,-3.662
-0.62,0.229,-0.73,7.019,76.172,-3.662
-0.641,0.228,-0.719,4.822,69.885,-3.723
-0.664,0.225,-0.708,3.784,65.247,-3.601
-0.688,0.218,-0.705,1.77,63.049,-2.625
-0.702,0.211,-0.698,0.061,64.636,-1.404
-0.71,0.211,-0.685,1.099,69.702,-0.549
-0.72,0.219,-0.665,5.493,77.393,-0.305
-0.726,0.231,-0.651,9.705,86.304,0.244
-0.719,0.247,-0.641,12.878,95.764,0.916
-0.703,0.238,-0.648,17.334,105.652,0.366
-0.701,0.207,-0.656,20.569,112.305,-1.038
-0.715,0.188,-0.649,20.752,114.258,-2.319
-0.741,0.187,-0.629,15.686,112.671,-2.747
-0.775,0.189,-0.598,11.963,110.352,-2.502
-0.797,0.202,-0.564,9.583,109.07,-1.709
-0.797,0.217,-0.531,5.92,108.215,-0.122
-0.793,0.234,-0.504,4.883,106.14,0.61
-0.786,0.251,-0.478,5.371,103.027,0.122
-0.795,0.267,-0.461,7.996,99.976,-1.404
-0.815,0.279,-0.456,11.108,97.778,-3.601
-0.847,0.288,-0.449,14.526,98.511,-6.287
-0.887,0.286,-0.436,18.555,103.394,-8.423
-0.917,0.281,-0.424,22.644,111.694,-9.155
-0.915,0.28,-0.408,24.658,119.507,-8.057
-0.898,0.282,-0.391,21.912,121.704,-5.615
-0.137,-0.523,1.103,52.734,-153.625,21.179
-0.126,-0.596,1.11,56.335,-164.673,20.813
-0.096,-0.673,1.112,60.12,-176.758,15.93
-0.11,-0.762,1.095,67.871,-192.261,5.981
-0.167,-0.811,1.035,73.73,-209.778,-8.484
-0.29,-0.856,0.932,78.735,-225.159,-24.719
-0.372,-0.918,0.84,85.51,-232.544,-37.537
-0.409,-0.979,0.742,88.196,-240.54,-50.171
-0.419,-1.014,0.68,84.9,-251.831,-64.148
-0.44,-0.999,0.634,81.726,-273.499,-79.956
-0.565,-0.835,0.571,74.951,-299.133,-93.994
-0.857,-0.638,0.412,71.838,-311.523,-98.572
-0.98,-0.595,0.254,68.665,-298.767,-81.055
-0.904,-0.661,0.235,53.711,-274.597,-49.438
-0.747,-0.765,0.284,30.945,-261.902,-23.865
-0.637,-0.864,0.374,10.925,-265.381,-15.686
-0.539,-0.902,0.442,0.061,-276.855,-20.752
-0.448,-0.936,0.427,1.465,-292.114,-35.645
-0.356,-0.983,0.343,7.263,-314.392,-57.312
-0.32,-0.988,0.251,8.911,-342.651,-85.083
-0.341,-0.902,0.149,6.47,-366.028,-117.981
-0.404,-0.789,0.062,6.348,-366.15,-155.457
-0.484,-0.681,0.027,8.85,-343.628,-192.871
-0.452,-0.579,0.002,11.902,-311.096,-223.572
-0.359,-0.594,-0.052,13.489,-284.668,-250.793
-0.243,-0.586,-0.097,4.7,-288.269,-275.452
-0.134,-0.503,-0.197,-11.902,-329.834,-298.34
-0.117,-0.407,-0.358,-28.198,-391.541,-322.937
-0.274,-0.19,-0.574,-42.969,-451.538,-344.604
-0.775,0.086,-0.808,-58.838,-490.479,-347.168
-1.279,0.249,-1.051,-75.317,-487.366,-309.326
-1.444,0.269,-1.205,-90.698,-436.34,-239.38
-1.236,0.239,-1.196,-110.718,-367.004,-164.185
-0.863,0.323,-1.062,-134.338,-319.946,-104.309
-0.489,0.411,-0.86,-151.062,-315.918,-68.42
-0.205,0.486,-0.691,-151.367,-345.337,-57.922
0.016,0.568,-0.601,-135.437,-384.949,-68.909
0.146,0.639,-0.589,-107.666,-415.222,-94.055
0.159,0.723,-0.64,-75.073,-427.49,-127.136
0.009,0.895,-0.739,-44.25,-414.917,-162.476
-0.247,0.979,-0.871,-13.855,-377.625,-184.204
-0.314,0.962,-1.028,15.076,-325.806,-181.946
-0.219,0.941,-1.128,31.921,-277.832,-166.382
-0.111,0.926,-1.176,38.635,-247.009,-150.879
-0.087,0.919,-1.116,41.26,-230.469,-140.991
0.002,0.906,-1.139,45.776,-210.022,-134.949
-0.005,0.823,-0.998,55.237,-178.162,-132.568
0.009,0.716,-1.049,64.148,-155.212,-134.888
-0.041,0.552,-1.098,59.448,-146.24,-133.606
-0.061,0.532,-1.105,40.833,-148.499,-126.526
-0.141,0.581,-1.071,20.447,-151.672,-113.159
-0.235,0.601,-1.045,12.329,-151.001,-93.201
-0.303,0.608,-1.031,13.794,-138.794,-69.885
-0.339,0.604,-0.991,18.982,-111.45,-49.133
-0.315,0.606,-0.912,25.696,-71.594,-34.119
-0.274,0.549,-0.874,35.034,-29.053,-27.771
-0.211,0.495,-0.844,42.542,6.409,-28.748
-0.134,0.486,-0.823,44.495,22.461,-31.006
-0.086,0.452,-0.871,41.626,9.033,-28.259
-0.059,0.442,-0.948,29.541,-24.963,-21.851
-0.071,0.425,-1.002,11.292,-62.622,-14.282
-0.096,0.424,-1.012,-5.493,-84.839,-6.348
-0.102,0.454,-0.963,-14.893,-82.397,-0.244
-0.075,0.449,-0.881,-13.123,-58.411,5.188
0.007,0.425,-0.797,-2.197,-23.254,8.667
0.123,0.391,-0.751,12.085,6.592,7.019
0.205,0.377,-0.733,25.085,18.066,-0.793
0.197,0.372,-0.785,34.18,7.874,-11.536
0.112,0.383,-0.89,35.767,-14.832,-20.203
0.01,0.411,-0.993,28.992,-40.894,-23.071
-0.074,0.447,-1.068,18.494,-58.716,-20.569
-0.136,0.495,-1.098,10.315,-60.608,-15.198
-0.178,0.544,-1.067,6.287,-45.959,-9.399
-0.186,0.573,-0.97,7.874,-22.4,-1.648
-0.145,0.602,-0.861,13.733,3.662,7.385
-0.098,0.618,-0.797,25.024,25.818,13.367
-0.084,0.569,-0.803,38.208,41.138,15.198
-0.072,0.485,-0.858,46.692,51.208,15.991
-0.026,0.432,-0.932,46.997,51.575,16.541
0.007,0.384,-0.987,39.917,38.025,15.93
0.029,0.372,-1,27.954,16.418,14.282
0.027,0.379,-0.998,15.991,-4.272,12.878
0.014,0.389,-0.991,7.324,-18.188,11.292
0.01,0.402,-0.975,1.831,-20.569,8.911
0.006,0.432,-0.931,-0.488,-13.306,5.066
-0.01,0.439,-0.893,2.869,-2.441,0.366
-0.023,0.437,-0.862,8.362,7.629,-2.502
-0.039,0.437,-0.846,13.428,14.16,-4.517
-0.059,0.426,-0.85,17.639,16.296,-4.639
-0.057,0.423,-0.879,20.935,14.465,-2.625
-0.046,0.414,-0.918,19.47,10.315,-1.282
-0.059,0.407,-0.952,17.212,4.761,-1.404
-0.066,0.419,-0.965,12.634,-1.526,-1.282
-0.079,0.429,-0.949,7.08,-5.676,-0.061
-0.093,0.443,-0.919,3.784,-6.958,0.061
-0.102,0.439,-0.898,4.7,-5.554,1.16
-0.095,0.438,-0.891,5.615,-2.686,3.723
-0.082,0.428,-0.891,6.287,1.526,5.737
-0.062,0.421,-0.896,8.057,6.287,6.958
-0.053,0.419,-0.898,12.939,9.705,7.385
-0.053,0.417,-0.906,14.832,12.207,7.935
-0.047,0.416,-0.909,14.282,14.16,8.301
-0.029,0.415,-0.91,11.78,13.611,9.277
-0.016,0.405,-0.904,9.216,10.559,8.728
-0.015,0.412,-0.891,6.958,5.798,6.836
-0.027,0.423,-0.877,5.249,-0.183,5.493
-0.049,0.423,-0.872,5.798,-3.662,4.517
-0.068,0.429,-0.874,8.911,-2.441,4.272
-0.07,0.43,-0.881,12.329,2.563,5.127
-0.062,0.426,-0.902,16.541,9.827,6.958
-0.056,0.425,-0.918,18.921,16.663,8.484
-0.051,0.426,-0.926,19.897,21.667,9.766
-0.049,0.43,-0.93,20.142,25.208,10.315
-0.037,0.428,-0.933,18.066,27.283,10.254
-0.03,0.428,-0.928,13.611,26.062,9.949
-0.026,0.423,-0.919,11.597,20.142,9.644
-0.024,0.412,-0.922,10.62,12.39,9.705
-0.028,0.417,-0.925,8.118,6.653,9.521
-0.043,0.424,-0.924,7.629,4.456,8.972
-0.473,0.403,-0.84,23.804,41.687,13.489
-0.476,0.382,-0.819,27.771,53.345,16.602
-0.453,0.361,-0.804,31.616,64.636,18.616
-0.422,0.356,-0.792,34.607,70.374,18.433
-0.402,0.354,-0.789,37.17,68.115,16.357
-0.4,0.356,-0.806,37.537,60.791,12.634
-0.426,0.37,-0.825,34.912,52.307,7.996
-0.455,0.399,-0.836,32.043,44.434,3.662
-0.497,0.425,-0.842,28.564,40.833,1.465
-0.547,0.455,-0.84,26.672,41.504,0.916
-0.586,0.48,-0.826,26.123,46.692,2.075
-0.617,0.49,-0.805,25.635,55.481,6.47
-0.618,0.474,-0.781,28.748,66.345,11.902
-0.603,0.456,-0.76,33.813,78.064,16.663
-0.567,0.435,-0.748,38.208,88.196,19.897
-0.532,0.417,-0.742,44.189,94.91,20.63
-0.504,0.416,-0.74,46.387,96.802,18.982
-0.491,0.429,-0.741,45.288,94.727,15.869
-0.498,0.441,-0.747,42.603,90.332,11.414
-0.525,0.455,-0.754,38.635,84.961,7.202
-0.566,0.467,-0.755,33.997,79.773,5.554
-0.608,0.479,-0.747,30.212,76.416,6.958
-0.654,0.456,-0.726,26.001,75.745,11.963
-0.673,0.42,-0.688,21.729,78.003,18.311
-0.66,0.405,-0.643,17.7,81.421,23.926
-0.628,0.41,-0.6,17.883,83.801,26.733
-0.602,0.419,-0.574,22.278,84.412,25.696
-0.595,0.426,-0.57,24.902,82.275,21.851
-0.616,0.442,-0.582,32.471,79.346,15.503
-0.66,0.458,-0.604,37.109,76.843,10.01
-0.7,0.477,-0.636,39.063,75.867,7.568
-0.737,0.49,-0.658,38.269,76.904,8.362
-0.769,0.487,-0.667,35.217,80.322,11.23
-0.789,0.461,-0.656,30.212,85.51,15.564
-0.797,0.443,-0.631,27.344,92.224,19.836
-0.779,0.437,-0.594,25.574,98.755,23.621
-0.751,0.428,-0.555,22.766,102.722,26.489
-0.719,0.424,-0.521,21.24,103.76,27.527
-0.697,0.423,-0.497,24.475,103.027,25.574
-0.697,0.429,-0.483,24.292,99.915,21.912
-0.721,0.434,-0.484,23.743,95.154,17.578
-0.748,0.44,-0.481,24.78,90.881,15.076
-0.77,0.451,-0.484,24.414,88.074,15.32
-0.791,0.449,-0.48,21.301,86.792,16.968
-0.809,0.432,-0.466,15.869,87.585,19.348
-0.818,0.414,-0.436,14.526,91.187,21.362
-0.816,0.397,-0.396,13.367,96.008,23.254
-0.798,0.387,-0.349,11.292,99.243,24.292
-0.771,0.383,-0.311,14.648,99.731,23.376
-0.75,0.384,-0.286,17.395,96.436,21.24
-0.747,0.394,-0.286,22.644,90.332,17.456
-0.769,0.407,-0.304,23.926,82.581,13.184
-0.797,0.42,-0.324,23.376,75.928,9.583
-0.829,0.436,-0.338,24.353,72.449,7.629
-0.871,0.437,-0.345,22.461,71.838,7.935
-0.894,0.437,-0.348,17.761,73.914,10.62
-0.915,0.417,-0.34,15.198,78.003,14.282
-0.919,0.392,-0.319,15.93,83.862,16.907
-0.899,0.39,-0.28,14.343,90.82,19.714
-0.865,0.386,-0.234,11.841,96.313,21.545
-0.837,0.38,-0.202,14.832,98.45,20.996
-0.821,0.389,-0.177,14.832,97.351,19.043
-0.818,0.391,-0.167,14.648,93.994,16.052
-0.834,0.4,-0.16,17.334,90.088,12.939
-0.846,0.414,-0.154,17.883,87.646,11.597
-0.87,0.414,-0.159,19.592,85.876,11.23
-0.901,0.401,-0.17,21.484,85.693,11.963
-0.921,0.378,-0.173,19.958,87.646,13.672
-0.923,0.363,-0.168,20.081,92.529,15.564
-0.919,0.352,-0.15,21.973,99.548,17.09
-0.904,0.348,-0.122,21.973,105.347,18.25
-0.896,0.35,-0.092,25.818,109.619,18.188
-0.896,0.353,-0.068,25.696,111.877,18.372
-0.901,0.365,-0.049,27.161,112.427,18.494
-0.915,0.39,-0.024,28.198,113.647,19.104
-0.938,0.405,0.007,30.945,117.188,20.386
-0.959,0.409,0.047,30.945,121.948,23.621
-0.974,0.398,0.082,36.438,128.723,27.222
-0.978,0.382,0.104,46.265,139.343,29.541
-0.975,0.359,0.117,55.42,151.672,30.64
-0.964,0.341,0.125,61.401,163.208,30.884
-0.947,0.327,0.131,67.688,172.791,29.48
-0.935,0.312,0.149,74.463,179.81,27.588
-0.927,0.303,0.169,74.951,181.824,26.367
-0.931,0.3,0.186,76.294,179.932,25.635
-0.937,0.313,0.212,73.73,177.002,27.1
-0.926,0.325,0.246,69.58,174.805,30.212
-0.919,0.317,0.283,70.129,174.683,33.508
-0.899,0.289,0.31,71.716,175.781,37.109
-0.873,0.259,0.325,68.97,177.063,39.551
-0.854,0.225,0.345,66.528,178.162,38.94
-0.834,0.211,0.378,65.857,178.711,36.926
-0.815,0.195,0.42,62.256,177.734,35.645
-0.804,0.178,0.456,60.181,173.706,34.607
-0.808,0.183,0.485,60.12,168.213,34.79
-0.812,0.19,0.513,55.603,164.124,36.987
-0.79,0.194,0.579,53.772,163.208,39.612
-0.766,0.202,0.627,55.603,163.574,42.419
-0.715,0.186,0.612,54.199,162.598,44.25
-0.672,0.167,0.599,54.871,164.429,43.213
-0.636,0.149,0.631,51.147,166.87,40.955
-0.603,0.134,0.662,50.476,167.053,39.49
-0.557,0.109,0.684,48.645,164.429,37.537
-0.534,0.089,0.712,50.72,159.485,33.936
-0.525,0.089,0.732,48.584,152.283,29.785
-0.536,0.085,0.742,48.34,145.142,25.208
-0.554,0.087,0.75,46.997,139.16,22.827
-0.56,0.092,0.766,42.236,133.484,23.01
-0.563,0.094,0.783,40.283,129.028,24.963
-0.561,0.095,0.804,34.729,123.657,29.236
-0.551,0.098,0.853,33.203,117.92,34.607
-0.529,0.087,0.888,31.982,110.657,40.039
-0.51,0.08,0.905,36.682,104.065,43.823
-0.502,0.083,0.908,38.879,100.769,46.448
-0.486,0.073,0.914,44.495,102.234,47.791
-0.428,0.061,0.964,45.288,105.774,49.377
-0.387,0.034,0.954,45.837,103.027,49.377
-0.363,0.009,0.91,46.509,94.482,45.776
-0.375,0,0.88,43.335,85.999,40.466
0.033,-0.725,1.008,75.745,-224.243,43.396
0.036,-0.771,0.937,81.787,-251.77,37.109
0.027,-0.791,0.849,85.144,-275.696,27.039
0,-0.794,0.763,86.731,-293.274,12.207
-0.047,-0.793,0.691,86.426,-300.354,-8.118
-0.097,-0.783,0.622,87.341,-297.791,-32.776
-0.098,-0.759,0.577,86.731,-290.344,-56.824
-0.09,-0.73,0.555,80.933,-285.706,-77.454
-0.079,-0.716,0.531,73.303,-292.48,-94.849
-0.073,-0.693,0.491,64.087,-312.439,-108.337
-0.096,-0.632,0.457,50.598,-344.543,-116.76
-0.148,-0.588,0.432,37.231,-382.935,-123.352
-0.217,-0.524,0.392,27.832,-416.443,-132.812
-0.352,-0.406,0.324,23.804,-435.73,-146.362
-0.507,-0.324,0.231,25.085,-442.139,-156.189
-0.607,-0.268,0.141,26.672,-439.941,-155.579
-0.622,-0.211,0.067,26.978,-434.57,-151.672
-0.549,-0.145,0.012,28.076,-429.138,-154.358
-0.435,-0.107,-0.023,32.593,-428.589,-168.396
-0.339,-0.09,-0.116,34.18,-438.782,-191.467
-0.329,-0.004,-0.222,32.41,-460.327,-215.881
-0.4,0.212,-0.307,26.367,-485.107,-238.037
-0.709,0.457,-0.405,22.095,-502.991,-251.526
-1.098,0.568,-0.588,24.597,-507.08,-237.183
-1.276,0.585,-0.679,20.203,-493.652,-193.787
-1.195,0.586,-0.685,14.709,-463.074,-140.137
-1,0.566,-0.683,13.306,-434.265,-99.487
-0.784,0.511,-0.703,17.7,-412.17,-82.275
-0.628,0.415,-0.749,28.87,-393.188,-88.074
-0.486,0.331,-0.817,36.072,-377.686,-106.812
-0.421,0.341,-0.844,31.555,-360.779,-129.639
-0.405,0.41,-0.792,31.311,-333.801,-153.503
-0.327,0.528,-0.678,37.17,-312.988,-174.988
-0.312,0.709,-0.659,51.941,-306.396,-190.735
-0.453,0.81,-0.728,76.05,-306.58,-197.693
-0.531,0.782,-0.851,94.727,-305.481,-186.157
-0.483,0.738,-0.969,101.624,-295.776,-164.124
-0.375,0.663,-1.066,101.257,-279.297,-147.156
-0.241,0.549,-1.173,90.454,-266.785,-141.113
-0.098,0.494,-1.274,68.115,-266.418,-141.907
-0.05,0.488,-1.275,41.809,-277.039,-145.813
-0.079,0.521,-1.189,18.799,-282.104,-148.01
-0.111,0.558,-1.083,10.986,-265.137,-147.705
-0.119,0.573,-0.967,21.606,-223.877,-144.348
-0.134,0.577,-0.879,41.016,-168.762,-136.597
-0.085,0.504,-0.854,60.608,-109.619,-124.573
0.003,0.46,-0.828,76.111,-58.96,-111.755
0.129,0.461,-0.823,82.275,-36.621,-101.868
0.238,0.464,-0.892,77.209,-46.021,-98.938
0.262,0.496,-0.967,64.209,-74.951,-106.506
0.139,0.539,-1.039,47.302,-108.521,-120.056
-0.041,0.598,-1.062,30.518,-129.395,-127.869
-0.194,0.66,-1.028,19.897,-129.944,-127.502
-0.304,0.657,-0.989,16.785,-112.732,-119.751
-0.339,0.627,-0.946,17.7,-83.496,-96.558
-0.271,0.58,-0.919,21.851,-45.654,-63.538
-0.072,0.528,-0.923,30.151,-7.874,-35.034
0.129,0.46,-0.942,37.659,19.043,-18.555
0.304,0.414,-0.948,37.964,30.945,-13.855
0.36,0.388,-0.941,32.41,25.574,-16.907
0.331,0.395,-0.92,21.667,7.874,-25.269
0.256,0.428,-0.875,9.155,-9.521,-34.18
0.175,0.484,-0.824,1.038,-21.362,-38.574
0.116,0.519,-0.797,-0.549,-26.611,-38.147
0.024,0.547,-0.782,2.686,-26.306,-31.311
0.01,0.579,-0.804,11.475,-18.616,-26.611
-0.012,0.574,-0.843,22.156,-4.944,-20.081
0.011,0.557,-0.886,29.602,11.292,-12.268
0.041,0.558,-0.911,33.02,25.94,-5.31
0.09,0.529,-0.934,32.898,32.593,-1.526
0.115,0.504,-0.954,28.687,30.029,0.305
0.131,0.495,-0.95,19.409,22.339,1.892
0.137,0.505,-0.933,12.756,11.597,2.808
0.125,0.502,-0.913,8.057,2.563,2.808
0.102,0.494,-0.894,2.991,-0.061,2.38
0.121,0.507,-0.89,0.488,3.479,0.366
0.1,0.513,-0.884,1.709,7.385,-0.732
0.097,0.519,-0.878,4.333,9.766,-2.075
0.084,0.514,-0.879,7.446,10.742,-2.625
0.082,0.515,-0.898,7.019,11.047,-2.136
0.079,0.505,-0.912,8.484,11.353,-1.709
0.063,0.506,-0.914,8.484,11.963,-0.977
0.037,0.514,-0.911,4.15,11.597,0.854
0.021,0.506,-0.902,4.028,11.536,3.54
0.024,0.511,-0.892,3.479,12.634,6.653
0.035,0.507,-0.892,1.16,13.306,8.789
0.043,0.495,-0.905,-1.038,12.207,10.132
0.053,0.482,-0.912,-1.831,10.742,11.475
0.067,0.482,-0.903,-1.526,11.597,12.207
0.072,0.472,-0.889,-0.549,13.123,12.146
0.073,0.456,-0.88,-0.977,13.977,12.39
0.073,0.46,-0.874,-3.174,14.587,12.817
0.072,0.457,-0.873,-3.54,15.381,12.634
0.075,0.447,-0.875,-2.014,15.93,12.085
0.082,0.449,-0.878,-0.854,15.869,11.23
0.092,0.437,-0.883,-0.793,13.855,9.949
0.097,0.434,-0.882,-3.296,9.521,7.996
0.089,0.445,-0.874,-5.676,4.089,5.859
0.072,0.443,-0.875,-3.479,-0.732,4.578
0.058,0.442,-0.879,-4.028,-2.93,5.615
0.049,0.449,-0.881,-0.305,-1.16,6.592
0.045,0.442,-0.894,3.723,3.296,7.202
0.044,0.443,-0.905,4.578,8.423,8.545
0.056,0.437,-0.919,6.042,13,9.644
0.074,0.425,-0.926,8.911,16.663,10.254
0.091,0.424,-0.929,10.01,17.944,9.827
0.092,0.42,-0.929,6.531,16.541,8.179
0.09,0.424,-0.926,4.272,13.367,6.531
0.083,0.432,-0.921,4.639,8.789,4.883
0.061,0.428,-0.91,2.319,3.845,3.479
0.042,0.438,-0.899,0.977,0.977,2.441
0.032,0.433,-0.907,4.822,0.793,2.38
0.028,0.429,-0.919,5.92,3.235,3.418
0.041,0.424,-0.927,6.409,7.69,4.15
0.063,0.417,-0.93,10.559,12.146,3.662
0.071,0.425,-0.928,11.902,13.794,2.747
0.065,0.426,-0.931,8.85,13,1.465
0.062,0.419,-0.936,7.385,11.414,0.732
0.06,0.426,-0.928,7.019,10.437,-0.305
-0.341,0.531,-0.818,26.733,114.624,42.175
-0.326,0.526,-0.82,36.621,130.005,48.035
-0.306,0.514,-0.832,48.706,140.93,51.941
-0.285,0.5,-0.855,60.486,147.583,52.124
-0.298,0.483,-0.88,66.284,151.062,51.331
-0.326,0.483,-0.887,66.04,152.161,49.5
-0.352,0.498,-0.884,65.979,152.893,46.631
-0.392,0.494,-0.875,67.2,154.236,44.128
-0.427,0.496,-0.86,65.552,154.846,42.114
-0.467,0.48,-0.838,60.547,156.067,41.138
-0.487,0.487,-0.794,54.443,157.654,41.077
-0.494,0.514,-0.74,49.194,157.959,41.626
-0.505,0.529,-0.697,48.096,154.968,41.748
-0.519,0.547,-0.66,45.776,147.827,41.565
-0.533,0.562,-0.64,42.236,138.245,41.504
-0.553,0.572,-0.638,39.795,125.427,42.175
-0.575,0.58,-0.643,37.842,112.305,42.603
-0.583,0.592,-0.645,34.363,105.347,41.992
-0.608,0.56,-0.646,31.86,106.323,40.649
-0.654,0.53,-0.624,34.18,101.929,43.274
-0.674,0.527,-0.615,33.02,100.525,49.744
-0.646,0.483,-0.617,35.645,102.783,53.162
